Unnamed: 0,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings),s3-key,audio_path
226,https://betterproblems-production-originals.s3.amazonaws.com/AndNowThis_Doetichem_PB_181019_LIB.wav,gqd9jxakdxbsbgh5jFaij8fVc7jnhviw.mp3,Doetinchem (Original),2,"Case Study,Technology",AndNowThis_Doetichem_PB_181019_LIB.wav,data/audio/AndNowThis_Doetichem_PB_181019_LIB.wav
227,https://betterproblems-production-originals.s3.amazonaws.com/17151144_Honda_Mean_ProtectAndServo_MUS_160920_qt.wav,dOdsctjDe9hmgebAcafIchdgdketaZa6.mp3,Protect and Servo (Original),2,"Sports,Cars,Technology,Swagger,Chase & Action",17151144_Honda_Mean_ProtectAndServo_MUS_160920_qt.wav,data/audio/17151144_Honda_Mean_ProtectAndServo_MUS_160920_qt.wav
228,https://betterproblems-production-originals.s3.amazonaws.com/Twitter_Cannes_Fuller_C_70_4-4_SC_ATEdit_220103.wav,dcbKbBeNgmbbcCfGe9iMc9jMjHeYaxek.mp3,Fuller Loop (Original),2,"Music as Background,Magic & Fantasy,Sci-Fi",Twitter_Cannes_Fuller_C_70_4-4_SC_ATEdit_220103.wav,data/audio/Twitter_Cannes_Fuller_C_70_4-4_SC_ATEdit_220103.wav
229,https://betterproblems-production-originals.s3.amazonaws.com/Biotene_BLT_Revere_191105_G_100_SC.wav,ddf4cofkbjdFh1dafYi1f4cvaPaEhkir.mp3,Revere (Original),2,"Nostalgia Evoking,Cinematic",Biotene_BLT_Revere_191105_G_100_SC.wav,data/audio/Biotene_BLT_Revere_191105_G_100_SC.wav
231,https://betterproblems-production-originals.s3.amazonaws.com/Adidas_Futurecraft_Mus_Needle_PB_191112.wav,fPcHfaiXhSipaxh2fniLbheqiDcteChQ.mp3,Needle (Original),2,"Technology,Sci-Fi",Adidas_Futurecraft_Mus_Needle_PB_191112.wav,data/audio/Adidas_Futurecraft_Mus_Needle_PB_191112.wav
232,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_Crown_Apex_181030_LIB_DH.wav,eNaeixayesiJdSbWgVdKb6fohzg3aG.mp3,Apex (Original),2,"Music as Background,Cars,Sports,Epic Heroes",Samsung_Crown_Apex_181030_LIB_DH.wav,data/audio/Samsung_Crown_Apex_181030_LIB_DH.wav
233,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_FORD_Focus_Fasback_Ganash_LS_PB_150820.1_qt.aif,coaFdxbcfAbQjxa9ghbXjWbwbKbzfpgH.mp3,Ganash (Original),2,"Cinematic,Drama,Swagger,Cars,Sci-Fi,Technology,Epic Heroes",AFSP_FORD_Focus_Fasback_Ganash_LS_PB_150820.1_qt.aif,data/audio/AFSP_FORD_Focus_Fasback_Ganash_LS_PB_150820.1_qt.aif
234,https://betterproblems-production-originals.s3.amazonaws.com/17150924_Facebook_Groups_HeadNotes_Beat1_170802_qt.wav,g5igcmaFblhKdbend5echabCiniTh9dp.mp3,Head Notes (Beat),2,"Fashion,Swagger",17150924_Facebook_Groups_HeadNotes_Beat1_170802_qt.wav,data/audio/17150924_Facebook_Groups_HeadNotes_Beat1_170802_qt.wav
235,https://betterproblems-production-originals.s3.amazonaws.com/19-3022_LIC_Fiat_Toro_Pipas_SharkTemaki_FR_190812_12h_qt.wav,ctjda1ibi6j1a8ajaja7hfgsaTdRebb4.mp3,Shark Temaki (Original),2,"Adventure,Chase & Action,Cinematic,Epic Heroes,Horror,Magic & Fantasy",19-3022_LIC_Fiat_Toro_Pipas_SharkTemaki_FR_190812_12h_qt.wav,data/audio/19-3022_LIC_Fiat_Toro_Pipas_SharkTemaki_FR_190812_12h_qt.wav
236,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_DistantMemories_Original_220913_Am_128_4-4_JH_NXT.wav,dzbgiycKcXggeLdAiIeMiZjUftfLjReM.mp3,Distant Memories (Original),2,"Sci-Fi,Chase & Action,Technology,Adventure,Cinematic,Drama",Google_DefendTheUser_DistantMemories_Original_220913_Am_128_4-4_JH_NXT.wav,data/audio/Google_DefendTheUser_DistantMemories_Original_220913_Am_128_4-4_JH_NXT.wav
237,https://betterproblems-production-originals.s3.amazonaws.com/SPATTEN_IMC_RingsOfSmoke_Original_230721_Dm_131Bpm_4-4_LS_NXT.wav,fShtf4i5dzadbofoeYjhc9ejcBcFjHif.mp3,Rings Of Smoke (Original),2,"Cars,Sports",SPATTEN_IMC_RingsOfSmoke_Original_230721_Dm_131Bpm_4-4_LS_NXT.wav,data/audio/SPATTEN_IMC_RingsOfSmoke_Original_230721_Dm_131Bpm_4-4_LS_NXT.wav
238,https://betterproblems-production-originals.s3.amazonaws.com/UnitedAirlines_2020Olympics_Reiwa_Vox_200505_Cm_144_YE.wav,d7eGfbcCfLhfeYdBefiTi2drfeg4bWfc.mp3,Reiwa (Original),2,"Fashion,Technology,Swagger,Cars",UnitedAirlines_2020Olympics_Reiwa_Vox_200505_Cm_144_YE.wav,data/audio/UnitedAirlines_2020Olympics_Reiwa_Vox_200505_Cm_144_YE.wav
240,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_ProjectFuture_ThisFutureBelongsToOliver_Original_211109_Abm_70_4-4_JH_NXT.wav,iMgSjVdbhOfQdsdOcEeVgfb5f2aGe3jf.mp3,This Future Belongs To Oliver (Original),2,Fashion,Facebook_ProjectFuture_ThisFutureBelongsToOliver_Original_211109_Abm_70_4-4_JH_NXT.wav,data/audio/Facebook_ProjectFuture_ThisFutureBelongsToOliver_Original_211109_Abm_70_4-4_JH_NXT.wav
241,https://betterproblems-production-originals.s3.amazonaws.com/20-3213_Vivo_Destrave_NetflixSpot2020_Mus_MidnightSpecial_PC_Em_4_4_120bpm_210208_qt.wav,h3glaPj9jsfYcaiKhEeycoamcUhCijjL.mp3,Midnight Special (Original),2,"Sci-Fi,Technology",20-3213_Vivo_Destrave_NetflixSpot2020_Mus_MidnightSpecial_PC_Em_4_4_120bpm_210208_qt.wav,data/audio/20-3213_Vivo_Destrave_NetflixSpot2020_Mus_MidnightSpecial_PC_Em_4_4_120bpm_210208_qt.wav
242,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_SoundTheAlarm_StringMix_220909_C_144_4-4_JH_NXT.wav,fDhed8e3cabAj4gfawcsfJaUeag9cdhT.mp3,Sound The Alarm (String Mix),2,"Adventure,Epic Heroes,Swagger,Sports",Google_DefendTheUser_SoundTheAlarm_StringMix_220909_C_144_4-4_JH_NXT.wav,data/audio/Google_DefendTheUser_SoundTheAlarm_StringMix_220909_C_144_4-4_JH_NXT.wav
243,https://betterproblems-production-originals.s3.amazonaws.com/WeArePlaygrounds_TitleSequence_TheZone_Original_220704_D_160_4-4_CVV-PB-RW.wav,bohcjIfccHi2jOc8iZfmcCfMifgUdte9.mp3,The Zone (Original),2,"Adventure,Cinematic,Music as Background,Magic & Fantasy,Health & Beauty",WeArePlaygrounds_TitleSequence_TheZone_Original_220704_D_160_4-4_CVV-PB-RW.wav,data/audio/WeArePlaygrounds_TitleSequence_TheZone_Original_220704_D_160_4-4_CVV-PB-RW.wav
244,https://betterproblems-production-originals.s3.amazonaws.com/AirAssault_LS_Em_108bpm_210615_LIB_qt.wav,bkhTdGbthRfahbfNiPihjCe5jFgXb9bC.mp3,Air Assault (Original),2,"Swagger,Chase & Action,Technology",AirAssault_LS_Em_108bpm_210615_LIB_qt.wav,data/audio/AirAssault_LS_Em_108bpm_210615_LIB_qt.wav
245,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_NATURA_Quedas_Leegbos_Mus_PB_161201_qt.wav,ftiEgujFhQjldUajhPaUdxbui1eHbFg7.mp3,Leegbos (Ambient Mix),2,"Magic & Fantasy,Adventure,Cinematic",AFSP_NATURA_Quedas_Leegbos_Mus_PB_161201_qt.wav,data/audio/AFSP_NATURA_Quedas_Leegbos_Mus_PB_161201_qt.wav
246,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_AltoDelCarmen_LongSpirit_160119_qt_VN.wav,bIgWdTdZjne1aucEgiiUiubyfTgtcHcQ.mp3,Long Spirit (Original),2,"Sports,Cinematic,Epic Heroes,Drama,Magic & Fantasy",AFSP_AltoDelCarmen_LongSpirit_160119_qt_VN.wav,data/audio/AFSP_AltoDelCarmen_LongSpirit_160119_qt_VN.wav
247,https://betterproblems-production-originals.s3.amazonaws.com/17150882_DrPepper_Cymatic_IcePack_170614_LIBRARY_SC.wav,dCcFhWeRf7ePbKcvi3g7hxaOb6jpcCfa.mp3,Ice Pack (Original),2,"Cars,Swagger",17150882_DrPepper_Cymatic_IcePack_170614_LIBRARY_SC.wav,data/audio/17150882_DrPepper_Cymatic_IcePack_170614_LIBRARY_SC.wav
248,https://betterproblems-production-originals.s3.amazonaws.com/17150737_Blackout_Chapter3_Ch1_170417.01_01.aif,c2cYf5gzh8ctdEbMj7iAd6jpbgifd9ay.mp3,Blackout on the 6 Train (Chapter One),2,"Cinematic,Sci-Fi,Music as Background",17150737_Blackout_Chapter3_Ch1_170417.01_01.aif,data/audio/17150737_Blackout_Chapter3_Ch1_170417.01_01.aif
249,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_SpringTVC_Galactic_200630_Bbm_137_YE.wav,hpiggCfCapakfqbAiLipcshwivbOd4.mp3,Galactic (Original),2,"Fashion,Technology,Magic & Fantasy,Drama",Starbucks_SpringTVC_Galactic_200630_Bbm_137_YE.wav,data/audio/Starbucks_SpringTVC_Galactic_200630_Bbm_137_YE.wav
250,https://betterproblems-production-originals.s3.amazonaws.com/17150740_BlackoutVR_Ch2_Quad_170829_LIBRARY_SC.wav,dZb3b2abbNcDhxihcYeSdoeyeeiYfEjK.mp3,Ch2 (Quad),2,"Music as Background,Cinematic,Drama,Sci-Fi",17150740_BlackoutVR_Ch2_Quad_170829_LIBRARY_SC.wav,data/audio/17150740_BlackoutVR_Ch2_Quad_170829_LIBRARY_SC.wav
251,https://betterproblems-production-originals.s3.amazonaws.com/MPPRO_Sting_Elbows_181028_LIB_PB.wav,i9hkbUaBjEdmjLcMgKj6h1boiiheaxhQ.mp3,Elbows (Original),2,"Fashion,Horror,Sports",MPPRO_Sting_Elbows_181028_LIB_PB.wav,data/audio/MPPRO_Sting_Elbows_181028_LIB_PB.wav
252,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Kibble_OpB_180208_YE.wav,f1f6aGhJbbbAg8gQdjdUasgcjkiYaAaL.mp3,Kibble (B),2,"Sports,Cars,Swagger,Technology",Ebay_DontSettle_Kibble_OpB_180208_YE.wav,data/audio/Ebay_DontSettle_Kibble_OpB_180208_YE.wav
254,https://betterproblems-production-originals.s3.amazonaws.com/CaptainMorgan_WhiteRum_Bombeiro_NoVox_220622_Eb_120_4-4_WB.wav,hXeFfsaog9bAeRg9eZaNbhabbyiJdgh8.mp3,Bombeiro (No Vox),2,"Fashion,Whimsical & Quirky,Swagger",CaptainMorgan_WhiteRum_Bombeiro_NoVox_220622_Eb_120_4-4_WB.wav,data/audio/CaptainMorgan_WhiteRum_Bombeiro_NoVox_220622_Eb_120_4-4_WB.wav
255,https://betterproblems-production-originals.s3.amazonaws.com/BIDB_Egg_HomeCards_180329_LIB_BE.wav,hCdjaZcibOiffXgreVd6hGaJf6hxd8j3.mp3,Home Cards (Original),2,"Cinematic,Music as Background,Drama,Magic & Fantasy,Sci-Fi",BIDB_Egg_HomeCards_180329_LIB_BE.wav,data/audio/BIDB_Egg_HomeCards_180329_LIB_BE.wav
257,https://betterproblems-production-originals.s3.amazonaws.com/Meta_AreWeThereYet_MyOwnPrivatePlanet_Original_220706_Dm_111_4-4_SC_NXT.wav,eUjwdQhxhYhheUe8amj1bWdOjCjzgQip.mp3,My Own Private Planet (Original),2,"Music as Background,Cars,Adventure,Epic Heroes,Sci-Fi,Swagger",Meta_AreWeThereYet_MyOwnPrivatePlanet_Original_220706_Dm_111_4-4_SC_NXT.wav,data/audio/Meta_AreWeThereYet_MyOwnPrivatePlanet_Original_220706_Dm_111_4-4_SC_NXT.wav
258,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Jeep_Compass_CrookedPath_LB_180405_qt.wav,fNbwjEgzgMbFe8iSaSdtaPdgfOhshJhW.mp3,Chooked Path (Original),2,"Cinematic,Swagger,Magic & Fantasy",AFSP_Jeep_Compass_CrookedPath_LB_180405_qt.wav,data/audio/AFSP_Jeep_Compass_CrookedPath_LB_180405_qt.wav
260,https://betterproblems-production-originals.s3.amazonaws.com/VanityFair_Reflections_Mugsocks_190111_C_120_DW.wav,claQiVdEhofPe7cGj6eghYfZcsaYhueA.mp3,Mugsocks (Original),2,"Case Study,Health & Beauty,Technology",VanityFair_Reflections_Mugsocks_190111_C_120_DW.wav,data/audio/VanityFair_Reflections_Mugsocks_190111_C_120_DW.wav
261,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_SoundTheAlarm_BrassMix_220909_C_144_4-4_JH_NXT.wav,dodzaWbafRdPiBaKfDd5hNe6jsb8bBdX.mp3,Sound The Alarm (Brass Mix),2,"Adventure,Epic Heroes,Swagger,Sports",Google_DefendTheUser_SoundTheAlarm_BrassMix_220909_C_144_4-4_JH_NXT.wav,data/audio/Google_DefendTheUser_SoundTheAlarm_BrassMix_220909_C_144_4-4_JH_NXT.wav
262,https://betterproblems-production-originals.s3.amazonaws.com/ItsAllGood_VN_D_4_4_80bpm_Mix.wav,hoa7dsdog4iYfZircShtdIjcbeiYgIig.mp3,Its All Good (Acoustic Version),2,"Cinematic,Sci-Fi,Horror,Epic Heroes,Magic & Fantasy",ItsAllGood_VN_D_4_4_80bpm_Mix.wav,data/audio/ItsAllGood_VN_D_4_4_80bpm_Mix.wav
264,https://betterproblems-production-originals.s3.amazonaws.com/20-3031_LIC_Vellas_EspanhaDC_Holidays_200221_19h_qt.wav,ddeWdMeWaXa7hGdcidg6drdWiCjRaubf.mp3,Holidays (Original),2,"Drama,Technology,Cinematic,Trailer",20-3031_LIC_Vellas_EspanhaDC_Holidays_200221_19h_qt.wav,data/audio/20-3031_LIC_Vellas_EspanhaDC_Holidays_200221_19h_qt.wav
265,https://betterproblems-production-originals.s3.amazonaws.com/FORTRA_ThePerfectFit_DeltaDive_Original_221017_D_160_12-8_ZG_NXT.wav,gFdIeSbai9bQeUiciLeiaPigeEaQfqdf.mp3,Delta Dive (Original),2,"Music as Background,Technology",FORTRA_ThePerfectFit_DeltaDive_Original_221017_D_160_12-8_ZG_NXT.wav,data/audio/FORTRA_ThePerfectFit_DeltaDive_Original_221017_D_160_12-8_ZG_NXT.wav
266,https://betterproblems-production-originals.s3.amazonaws.com/TGOS_HailSeitan_112012.wav,ece9cUc5cKgci8jTddd9jpjcfHfdf5ck.mp3,Hail Seitan (Original),2,"Cars,Sports,Chase & Action,Epic Heroes",TGOS_HailSeitan_112012.wav,data/audio/TGOS_HailSeitan_112012.wav
267,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Corona_Anos90_CloseOut_PB_RoughMIx_qt.wav,c8claPatgMdHcLi3eJctfqcijQgqf2eE.mp3,Anos90 (Close Out),2,"Comedy,Health & Beauty",AFSP_Corona_Anos90_CloseOut_PB_RoughMIx_qt.wav,data/audio/AFSP_Corona_Anos90_CloseOut_PB_RoughMIx_qt.wav
268,https://betterproblems-production-originals.s3.amazonaws.com/Ubuntu_Nozi_DenHaag_Original_170425_Bbm_73_4-4_WB-CB-DH_NXT.wav,eVjyeLiEfMgme8jcjNgJhmjffQe3cSaX.mp3,Den Haag (Original),2,"Drama,Case Study,Technology",Ubuntu_Nozi_DenHaag_Original_170425_Bbm_73_4-4_WB-CB-DH_NXT.wav,data/audio/Ubuntu_Nozi_DenHaag_Original_170425_Bbm_73_4-4_WB-CB-DH_NXT.wav
269,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_OLYMPIKUS_DiaDosPais_BigTime_180719_qt_VN.wav,gDcGhqfdhIfCdUgxcOdOhSi1dRgvjLaz.mp3,Big Time (Original),2,"Case Study,Cinematic,Drama,Trailer",AFSP_OLYMPIKUS_DiaDosPais_BigTime_180719_qt_VN.wav,data/audio/AFSP_OLYMPIKUS_DiaDosPais_BigTime_180719_qt_VN.wav
271,https://betterproblems-production-originals.s3.amazonaws.com/17150872_DEW_LabelVR_Airtight_ForLibrary_170123_qt.wav,bRfsj5a7aziah8emegb3a8czfjh8gI.mp3,Air Tight (Original),2,"Sports,Cars,Swagger,Chase & Action",17150872_DEW_LabelVR_Airtight_ForLibrary_170123_qt.wav,data/audio/17150872_DEW_LabelVR_Airtight_ForLibrary_170123_qt.wav
272,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_FlyingColours_190129_Dm_145_DW.wav,h8bvfvaAg1dOgwhleEauavcLbvdreDhB.mp3,Flying Colours (Original),2,"Swagger,Sci-Fi,Technology",LIFEWTR_UKArtistSeries_FlyingColours_190129_Dm_145_DW.wav,data/audio/LIFEWTR_UKArtistSeries_FlyingColours_190129_Dm_145_DW.wav
273,https://betterproblems-production-originals.s3.amazonaws.com/Gatorade_Highlights_Xyborg_190531_Gb_125_SC.wav,fre7cgeZccfPi8aJgffgftaOgGiciAdu.mp3,Xyborg (Original),2,"Fashion,Swagger",Gatorade_Highlights_Xyborg_190531_Gb_125_SC.wav,data/audio/Gatorade_Highlights_Xyborg_190531_Gb_125_SC.wav
274,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_NiceCatchLight-AlwaysOnDuty_Original_220908_D_190_4-4_ZG-JH_NXT.wav,dWhmbEibfjfgiKcshHcqbihAg2eijmcV.mp3,Nice Catch Light - Always On Duty (Original),2,"Cinematic,Swagger,Health & Beauty,Fashion",Google_DefendTheUser_NiceCatchLight-AlwaysOnDuty_Original_220908_D_190_4-4_ZG-JH_NXT.wav,data/audio/Google_DefendTheUser_NiceCatchLight-AlwaysOnDuty_Original_220908_D_190_4-4_ZG-JH_NXT.wav
277,https://betterproblems-production-originals.s3.amazonaws.com/PlanetFitness_ForceField_NewYearsRevolution_190322_D_120_YE.wav,iSfBiyhTjYexgVjWgNe8cUgAcDc7isjK.mp3,New Years Revolution (Original),2,"Horror,Cinematic",PlanetFitness_ForceField_NewYearsRevolution_190322_D_120_YE.wav,data/audio/PlanetFitness_ForceField_NewYearsRevolution_190322_D_120_YE.wav
278,https://betterproblems-production-originals.s3.amazonaws.com/17150885_DrPepper_Cymatic_WallBall_170825_LIBRARY_SC.wav,cciqhRjMcBcSgIeqe7eidtc5agcgid.mp3,Wall Ball (Original),2,Swagger,17150885_DrPepper_Cymatic_WallBall_170825_LIBRARY_SC.wav,data/audio/17150885_DrPepper_Cymatic_WallBall_170825_LIBRARY_SC.wav
279,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_AVON_ExtremeGlobal_Mus_MileHighClub_PC_180626_qt.wav,cLcQeygwb5jxb6jWbVijinfQhkcI.mp3,9 Mile Club (Original),2,"Health & Beauty,Swagger,Technology,Cars,Fashion,Sports",AFSP_AVON_ExtremeGlobal_Mus_MileHighClub_PC_180626_qt.wav,data/audio/AFSP_AVON_ExtremeGlobal_Mus_MileHighClub_PC_180626_qt.wav
280,https://betterproblems-production-originals.s3.amazonaws.com/251_Antfood_Devils.wav,dYdYdTjzcgbggBgJgzhzhGjegzcxj8bG.mp3,Devils (Original),2,"Cars,Comedy,Swagger,Chase & Action,Spy",251_Antfood_Devils.wav,data/audio/251_Antfood_Devils.wav
281,https://betterproblems-production-originals.s3.amazonaws.com/BritishArmy_LGBT_Tender_MUS_171214_LIB_PB.wav,gdiqixeribfIjkgUbGaubzgJiW.mp3,Tender (Original),2,"Cars,Technology,Cinematic,Magic & Fantasy,Sci-Fi",BritishArmy_LGBT_Tender_MUS_171214_LIB_PB.wav,data/audio/BritishArmy_LGBT_Tender_MUS_171214_LIB_PB.wav
283,https://betterproblems-production-originals.s3.amazonaws.com/BP_Episodic_PrimetimeCrime_MeticulousSchemes-Close_Original_230810_Dm_120_4-4_DHMK_NXT.wav,hLfAjIipiQgZhibtjNgfchbhcGeNhkjc.mp3,Meticulous Schemes (Original - Close),2,"Tugging on Heartstrings,Drama",BP_Episodic_PrimetimeCrime_MeticulousSchemes-Close_Original_230810_Dm_120_4-4_DHMK_NXT.wav,data/audio/BP_Episodic_PrimetimeCrime_MeticulousSchemes-Close_Original_230810_Dm_120_4-4_DHMK_NXT.wav
284,https://betterproblems-production-originals.s3.amazonaws.com/ZD_Whistleblower_Felt_161208_SC_LIBEDIT_ending_DW_190625.wav,dodBavarbAbJjQcKbGfIjndjbCccg7b9.mp3,Felt (Original),2,"Music as Background,Case Study",ZD_Whistleblower_Felt_161208_SC_LIBEDIT_ending_DW_190625.wav,data/audio/ZD_Whistleblower_Felt_161208_SC_LIBEDIT_ending_DW_190625.wav
285,https://betterproblems-production-originals.s3.amazonaws.com/387_Antfood_Kick_A.wav,eBgzaKjOfxbTe3hqh9arcCgsiea8fPfB.mp3,Kick (A),2,"Sports,Cars",387_Antfood_Kick_A.wav,data/audio/387_Antfood_Kick_A.wav
287,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Quartz_Combolock_WorryDontWorry_NoVox_180320_LIB_YE.wav,gjg8f3jPbAeacPcFfyejhbf2jShgfFcT.mp3,Worry Dont Worry (Instrumental),2,"Swagger,Sports,Magic & Fantasy,Technology,Cars",Magnolia_Quartz_Combolock_WorryDontWorry_NoVox_180320_LIB_YE.wav,data/audio/Magnolia_Quartz_Combolock_WorryDontWorry_NoVox_180320_LIB_YE.wav
288,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_OnDuty_Original_220913_Cm_91_4-4_RW_ChristianLeePiano.wav,bJhFbih6dvhze4eHabbIb8defvfreMbg.mp3,On Duty (Original),2,"Cinematic,Drama,Music as Background",Google_DefendTheUser_OnDuty_Original_220913_Cm_91_4-4_RW_ChristianLeePiano.wav,data/audio/Google_DefendTheUser_OnDuty_Original_220913_Cm_91_4-4_RW_ChristianLeePiano.wav
289,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_FY21Spring_Panhandle_Instrumental_210305_Bm_90_4-4_BE_NXT.wav,bGaXhLeLa1hBbzhxhfiTfDdJdAjxbGfJ.mp3,Panhandle (Instrumental),2,"Swagger,Technology,Cars",Starbucks_FY21Spring_Panhandle_Instrumental_210305_Bm_90_4-4_BE_NXT.wav,data/audio/Starbucks_FY21Spring_Panhandle_Instrumental_210305_Bm_90_4-4_BE_NXT.wav
290,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_ProjectFuture_CelebrateLife_Original_211108_Cm_170_4-4_CVV.wav,gwhDf3cXiLbqgpbHgbiofog2iIjYf3hk.mp3,Celebrate Life (Original),2,"Swagger,Adventure,Sci-Fi,Chase & Action",Facebook_ProjectFuture_CelebrateLife_Original_211108_Cm_170_4-4_CVV.wav,data/audio/Facebook_ProjectFuture_CelebrateLife_Original_211108_Cm_170_4-4_CVV.wav
292,https://betterproblems-production-originals.s3.amazonaws.com/GeorgeSaunders_OnStory_Slinkington_Original_210519_WB.wav,jibFjyb9fsgTdcf7hFjTjifegbgLjO.mp3,Slinkington (Original),2,Magic & Fantasy,GeorgeSaunders_OnStory_Slinkington_Original_210519_WB.wav,data/audio/GeorgeSaunders_OnStory_Slinkington_Original_210519_WB.wav
293,https://betterproblems-production-originals.s3.amazonaws.com/Google_Dyna_Silo_200511_Ebm_85_YE.wav,hFhLeIjwiIekccjLaheEd4aWiLdddWjs.mp3,Sila (Original),2,"Technology,Sports,Swagger",Google_Dyna_Silo_200511_Ebm_85_YE.wav,data/audio/Google_Dyna_Silo_200511_Ebm_85_YE.wav
294,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Teto_Brafrica_Mix_082813_LS_23HS_2p-01.wav,dcdUaEgAjPfKj4cPjbifckgjhQd3gQf4.mp3,Acoustic Dreams (Original),2,"Drama,Western",AFSP_Teto_Brafrica_Mix_082813_LS_23HS_2p-01.wav,data/audio/AFSP_Teto_Brafrica_Mix_082813_LS_23HS_2p-01.wav
295,https://betterproblems-production-originals.s3.amazonaws.com/NIM_Altima_HowULike_180620_LIB_BE.wav,dEdxgiencKfIiSfhaygqbUd6hqhjiqeC.mp3,How U Like (Original),2,"Technology,Sports",NIM_Altima_HowULike_180620_LIB_BE.wav,data/audio/NIM_Altima_HowULike_180620_LIB_BE.wav
296,https://betterproblems-production-originals.s3.amazonaws.com/GOOGLE_DefendTheUser_CosmicCarousel_Original_220902_Key_100_4-4_YE_NXT.wav,ita1cFjIbFfYj8hZb2gnjoedcweSbvgs.mp3,Cosmic Carousel (Original),2,"Horror,Cinematic",GOOGLE_DefendTheUser_CosmicCarousel_Original_220902_Key_100_4-4_YE_NXT.wav,data/audio/GOOGLE_DefendTheUser_CosmicCarousel_Original_220902_Key_100_4-4_YE_NXT.wav
297,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_MARIL_MUS_Intro_LB_190116_qt.wav,ekaDbShGfcjkdFbHd6fdariMaFgDcrgu.mp3,Andean Intro (Original),2,"Music as Background,Magic & Fantasy,Drama",AFSP_MARIL_MUS_Intro_LB_190116_qt.wav,data/audio/AFSP_MARIL_MUS_Intro_LB_190116_qt.wav
298,https://betterproblems-production-originals.s3.amazonaws.com/229_Antfood_Martini.wav,gdbTgYhXgedNiJgthwakhHgyitaTbuf2.mp3,Martini (Original),2,"Cinematic,Drama,Spy",229_Antfood_Martini.wav,data/audio/229_Antfood_Martini.wav
299,https://betterproblems-production-originals.s3.amazonaws.com/Tanqueray_GinIsIn_Tarot_Cleo_190729_D_112_SC.wav,eEdsbWeEjRaWgxbdfjfaiYeRbyffb2d4.mp3,Cleo (Original),2,"Western,Adventure,Magic & Fantasy",Tanqueray_GinIsIn_Tarot_Cleo_190729_D_112_SC.wav,data/audio/Tanqueray_GinIsIn_Tarot_Cleo_190729_D_112_SC.wav
300,https://betterproblems-production-originals.s3.amazonaws.com/KartRider_CinematicTrailer_S4_HauntedHideawayA_Original_230810_Dm_164_3-4_DH_NXT.wav,iwdrbigfbEcxicfSd5fbh8bWbijlfnhx.mp3,Haunted Hideaway (A),2,Trailer,KartRider_CinematicTrailer_S4_HauntedHideawayA_Original_230810_Dm_164_3-4_DH_NXT.wav,data/audio/KartRider_CinematicTrailer_S4_HauntedHideawayA_Original_230810_Dm_164_3-4_DH_NXT.wav
301,https://betterproblems-production-originals.s3.amazonaws.com/Kroger_ZHZW_Saladov_Strings_191101_Bm_100_3-4_WB.wav,iTiTeMcNgtgkhuckd7eyiQb4eydVg9cU.mp3,Saladov (Strings),2,"Music as Background,Cinematic,Drama",Kroger_ZHZW_Saladov_Strings_191101_Bm_100_3-4_WB.wav,data/audio/Kroger_ZHZW_Saladov_Strings_191101_Bm_100_3-4_WB.wav
302,https://betterproblems-production-originals.s3.amazonaws.com/AFWW_NetflixCaseStudy_LightAndLoud_Flowing_230808_D_123_4-4_WB_NXT.wav,cWd5grdZinevgUfjdggogSe9ccbibub9.mp3,Light And Loud (Flowing),2,Drama,AFWW_NetflixCaseStudy_LightAndLoud_Flowing_230808_D_123_4-4_WB_NXT.wav,data/audio/AFWW_NetflixCaseStudy_LightAndLoud_Flowing_230808_D_123_4-4_WB_NXT.wav
304,https://betterproblems-production-originals.s3.amazonaws.com/IBM_Apollo11_GroundControl_190208_C_101_PB.wav,gnb2frgBbofEjufWaEbpiYiTdniNjjgI.mp3,Ground Control (Original),2,"Technology,Sci-Fi,Cinematic,Drama,Case Study,Magic & Fantasy",IBM_Apollo11_GroundControl_190208_C_101_PB.wav,data/audio/IBM_Apollo11_GroundControl_190208_C_101_PB.wav
