Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings)
Clash_Rascals_Flechas_180411_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Clash_Rascals_Flechas_180411_LIB_WB.wav,iIbqeEijgahQgAeDhsfbambpdFgphPb4.mp3,Flechas (Original),72,"Comedy,Chase & Action,Whimsical & Quirky,Kids,Magic & Fantasy"
Clash_Rascals_Getafix_180605_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Clash_Rascals_Getafix_180605_LIB_PB.wav,eGfBaZhMdAb4aLftiubQdbgJamfmf5em.mp3,Getafix (Original),43,"Whimsical & Quirky,Drama,Magic & Fantasy"
Clash_Rascals_GiddyUp_180521_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Clash_Rascals_GiddyUp_180521_LIB_DH.wav,ffhEcadQafbxhgiJbkijaAgafhgUhSap.mp3,Giddy Up (Do not use),50,
Clash_Rascals_TugOWar_180411_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Clash_Rascals_TugOWar_180411_LIB_SC.wav,ehhRiPd7hejSdFghe6a2hscogyjBhthn.mp3,Tug O War (Original),85,"Kids,Whimsical & Quirky,Magic & Fantasy"
ClashRoyale_AprilFools_WackWack_MUS_100_x_YE_190327.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_AprilFools_WackWack_MUS_100_x_YE_190327.wav,gIjLdqjadtfviOgFcIhpdsffgveXelip.mp3,Wack Wack (Original),32,"Sports,Cars,Cinematic,Magic & Fantasy"
ClashRoyale_GoblinGiant_Benedict_180717_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_GoblinGiant_Benedict_180717_LIB_DH.wav,cwjndcchgmeNdsjuf3iwibhVasicdTgA.mp3,Benedict (Original),86,"Whimsical & Quirky,Comedy"
ClashRoyale_GoblinGiant_Matsuri_181026_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_GoblinGiant_Matsuri_181026_LIB_PB.wav,f1arjFh9eccMamjUckgAdtalhGjieaa2.mp3,Matsuri (Original),45,"Whimsical & Quirky,Swagger,Chase & Action,Spy"
ClashRoyale_GoblinGiant_McGolrick_MUS_180719_LIB_Rebounced_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_GoblinGiant_McGolrick_MUS_180719_LIB_Rebounced_WB.wav,f1ageZanbAfTdBfobHfDjca7e6gZeQjl.mp3,McGolrick (Original),82,Whimsical & Quirky
ClashRoyale_GoblinGiant_RiseNShine_MUS_180719_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_GoblinGiant_RiseNShine_MUS_180719_LIB_YE.wav,iTaXamjbfTj7cbhrgpbkiVejfMcFdpeY.mp3,Rise N Shine (Original),85,"Kids,Whimsical & Quirky"
ClashRoyale_GoblinGiant_Towels_180719_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_GoblinGiant_Towels_180719_LIB_BE.wav,iwjycaaWdJiWcyfWb2dEhujLgQaFi5iT.mp3,Towels (Original),89,"Cars,Whimsical & Quirky"
ClashRoyale_PartyTunes_190315_C_200_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/ClashRoyale_PartyTunes_190315_C_200_LIB_YE.wav,iPflh5hejMaLhBgfjdcNiIhrenhYbcav.mp3,Happy Birthday To You (Whistles),86,"Babies,Kids,Whimsical & Quirky"
CSFP_Miquon_Lim_171205_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/CSFP_Miquon_Lim_171205_WB.wav,cwj8aAhLiaf7b4jRfvgDa7byh4cIeKds.mp3,Miquon (Original),70,"Cinematic,Drama"
DB_Podcast_WomensEntrepreneurship_Bobby_161217_np.wav,https://betterproblems-production-originals.s3.amazonaws.com/DB_Podcast_WomensEntrepreneurship_Bobby_161217_np.wav,iwaUdFgsduaNawdeeCjljBcPhSjWhPe1.mp3,Bobby (Original),56,Swagger
DB_Podcast_WomensEntrepreneurship_Sandra_161217_np.wav,https://betterproblems-production-originals.s3.amazonaws.com/DB_Podcast_WomensEntrepreneurship_Sandra_161217_np.wav,eaeziah6gganeZjpb9aLjndCcMctjPes.mp3,Sandra (Original),85,"Cinematic,Case Study"
Ebay_DontSettle_Beatcoinz_180209_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Beatcoinz_180209_LIB_DH.wav,gQheakc4ixeKdVbdaccShti9glbwb3iN.mp3,Beatcoinz (Original),41,"Health & Beauty,Swagger"
Ebay_DontSettle_EmojiStarShort_180209_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_EmojiStarShort_180209_LIB_DH.wav,bPcAgud4hPcgddgWdddsdKcDfVelfrcO.mp3,Emoji Star (Short Version),90,"Technology,Kids"
Ebay_DontSettle_Garageband_OpA_180208_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Garageband_OpA_180208_YE.wav,d7dVeZgSecfPhVijgCcqaJeYacfKggbp.mp3,Garage Band (A),69,"Kids,Sports,Chase & Action"
Ebay_DontSettle_Garageband_OpB_180208_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Garageband_OpB_180208_YE.wav,c4b4fAeUigfsbDbmg9ele1c9bHatb2bO.mp3,Garage Band (B),69,"Kids,Sports,Chase & Action"
Ebay_DontSettle_Hip2Quit_180209_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Hip2Quit_180209_LIB_DH.wav,cKaDataah7cAczgkezcJbdahb8fzgJef.mp3,Hip2Quit (Original),24,Swagger
Ebay_DontSettle_Kibble_OpA_180208_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Kibble_OpA_180208_YE.wav,ibgodEcacOjFaObTcegdiFiEgag6aGdF.mp3,Kibble (A),19,"Technology,Sports,Cars,Swagger"
Ebay_DontSettle_Kibble_OpB_180208_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_Kibble_OpB_180208_YE.wav,f1f6aGhJbbbAg8gQdjdUasgcjkiYaAaL.mp3,Kibble (B),29,"Sports,Cars,Swagger,Technology"
Ebay_DontSettle_SlamFest98_MUS_180206_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_SlamFest98_MUS_180206_WB.wav,cFjsayiCdUfHdOdtaOaJdJj9ilfIi5d1.mp3,Slam Fest 98 (Original),32,"Swagger,Sci-Fi,Technology"
Ebay_DontSettle_UnlessItSings_LIB_180208_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_UnlessItSings_LIB_180208_BE.wav,b5ekdUbDgYhAj9eudQe1gwikcbfBcci3.mp3,Unless It Sings (L I B),39,"Sports,Cars,Technology,Fashion,Swagger,Chase & Action"
Ebay_DontSettle_VolumeUp_180208_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_VolumeUp_180208_YE.wav,dUbIeveej5iriBdhfCgbeCfbd1bq.mp3,Volume Up (Original),73,"Sports,Cars,Swagger,Technology"
Ebay_DontSettle_WithMetal_MUS_180208_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_WithMetal_MUS_180208_BE.wav,iIcLcdfPbKeOaibth5jQcnaNhqeBbWew.mp3,With Metal (Original),43,"Swagger,Sports,Cars"
Ebay_DontSettle_YaughtToo_MUS_180206_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_YaughtToo_MUS_180206_YE.wav,hhayd1eFe4hZcXhPexdhiWhEa5juhgco.mp3,Yaught Too (Original),34,"Sports,Cars,Swagger"
Gap_Sustainability_Cotton_OpB_BangTime_160815.wav,https://betterproblems-production-originals.s3.amazonaws.com/Gap_Sustainability_Cotton_OpB_BangTime_160815.wav,eJgjeLfZhqiQjvfvcIjZeuh5isdDfX.mp3,Bango Time (Original),54,"Chase & Action,Sports"
Gap_Sustainability_Water_BangTime_160803.wav,https://betterproblems-production-originals.s3.amazonaws.com/Gap_Sustainability_Water_BangTime_160803.wav,iOi8ewakb7a6hPcJg3bFeccYc7atckiv.mp3,Bang Time (Original),23,"Whimsical & Quirky,Chase & Action,Comedy"
Gap_Sustainability_Water_Juices_160729_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Gap_Sustainability_Water_Juices_160729_LIB_YE.wav,bgfEeRbIfCgagGbUaibDhBixbTdYdk.mp3,Juices (Original),85,"Adventure,Technology,Magic & Fantasy"
Goldi_Launch_Clifford_171005_PSB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Goldi_Launch_Clifford_171005_PSB.wav,ekgEbZgpatbJgKcNexcNhHeMcxbv.mp3,Clifford (Original),85,"Whimsical & Quirky,Kids"
Goldi_Launch_CliffordBossa_171005_PSB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Goldi_Launch_CliffordBossa_171005_PSB.wav,gGbZeabaijgye6bbbGepaoiBdWg4gKaD.mp3,Clifford (Short Bossa),46,"Whimsical & Quirky,Kids"
Goldi_Launch_NailedIt_171113_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Goldi_Launch_NailedIt_171113_DH.wav,fAbjdNdLc8dqbBhFeZaOgTaVathBaIgo.mp3,Nailed It (Original),89,Apparel & Retail
GoogleChrome_SimplePlan_061413_LIBEDIT_FIXENDING_RW_190624.wav,https://betterproblems-production-originals.s3.amazonaws.com/GoogleChrome_SimplePlan_061413_LIBEDIT_FIXENDING_RW_190624.wav,cdjMjadLdrbfffgJfxdUhAf4eTeQaggV.mp3,Simple Plan (Original),58,Magic & Fantasy
HONDA_Flashbacks_MUS_131219.wav,https://betterproblems-production-originals.s3.amazonaws.com/HONDA_Flashbacks_MUS_131219.wav,driadfc7ftjldigDfFaUj5iScOcPic.mp3,Flashbacks (Original),76,"Cars,Kids,Adventure,Cinematic,Magic & Fantasy"
Icebreakers_NiteOut_TVMix_151030_LIB_RW_190619.wav,https://betterproblems-production-originals.s3.amazonaws.com/Icebreakers_NiteOut_TVMix_151030_LIB_RW_190619.wav,hieyjcbnhNeteWj5d3bWexaYdEekike6.mp3,Nite Out (Original),15,"Fashion,Sports,Cars,Swagger"
KBANDTHEVAPES_ BrassOnly_180604.wav,https://betterproblems-production-originals.s3.amazonaws.com/KBANDTHEVAPES_+BrassOnly_180604.wav,g7bLiQfaaTaygHccc3b5chikbRgUhGcp.mp3,Coffee With Rum (Minimal Brass),71,"Health & Beauty,Technology,Whimsical & Quirky"
KBAndTheVapes_CoffeewithRum_180604.wav,https://betterproblems-production-originals.s3.amazonaws.com/KBAndTheVapes_CoffeewithRum_180604.wav,dIfVb3jmiga6b7gqcuiQcIjFbFjoj2gq.mp3,Coffee With Rum (Hero Version),71,"Health & Beauty,Technology,Whimsical & Quirky"
LIFEWTR_UKArtistSeries_BigUps_190129_C_152_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_BigUps_190129_C_152_DH.wav,dhbhhAifbuiuaTf7eLcUeUdXaQbuekd9.mp3,Big Ups (Original),79,"Sports,Cars,Swagger"
LIFEWTR_UKArtistSeries_Bimini_190129_G_140_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_Bimini_190129_G_140_SC.wav,dxjgdvipjgiFbvgccqdvhadcbhdnhtb8.mp3,Bimini (Original),71,"Sports,Cars,Swagger,Chase & Action"
LIFEWTR_UKArtistSeries_FlyingColours_190129_Dm_145_DW.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_FlyingColours_190129_Dm_145_DW.wav,h8bvfvaAg1dOgwhleEauavcLbvdreDhB.mp3,Flying Colours (Original),28,"Swagger,Sci-Fi,Technology"
LIFEWTR_UKArtistSeries_NoAguachiles_190129_92_Bb_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_NoAguachiles_190129_92_Bb_LIB_WB.wav,bahwjyfjcmbVjEi1blbFhBhDjHeOa3f5.mp3,No Aguachiles (Original),68,Whimsical & Quirky
LIFEWTR_UKArtistSeries_ShadowToss_NoVox_190129_A#_120_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_ShadowToss_NoVox_190129_A%23_120_YE.wav,c1aTg8eAagjgjXelbsbciVdpgXese8cf.mp3,Shadow Toss (No Vox),45,"Swagger,Fashion,Technology"
LIFEWTR_UKArtistSeries_ShadowToss_Vox_190129_A#_120_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_ShadowToss_Vox_190129_A%23_120_YE.wav,d5ekbDi7aEawbTj1gmhXhfhKaia4exj8.mp3,Shadow Toss (Vox),45,"Swagger,Fashion,Technology"
LIFEWTR_UKArtistSeries_Umbra_NoVox_190220_D_90_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_Umbra_NoVox_190220_D_90_YE.wav,fDbygZfIaZjcfLgUfwhIccinhEdHiZau.mp3,Umbra (No Vocals),34,"Sports,Cars,Technology"
LIFEWTR_UKArtistSeries_Umbra_Vox_190220_D_90_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_Umbra_Vox_190220_D_90_YE.wav,doiYbqcIg3avd6iJgRbyirgSgKgybHf8.mp3,Umbra (Vocals),34,"Sports,Cars,Technology"
LIFEWTR_UKArtistSeries_Vokuhila_NoVox_190129_142_G_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_Vokuhila_NoVox_190129_142_G_LIB_WB.wav,eejLbzffdkhygkiFhUcRdQcPfbhDcNeU.mp3,Vokuhila (No Vox),55,"Whimsical & Quirky,Chase & Action,Technology"
LIFEWTR_UKArtistSeries_Vokuhila_Vox_190129_142_G_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_Vokuhila_Vox_190129_142_G_LIB_WB.wav,ggdcbcdxcrbrf9dYeSfjaJcGagdShRjj.mp3,Vokuhila (Vox),55,"Whimsical & Quirky,Chase & Action,Technology"
LIFEWTR_UKArtistSeries_Xygnus_190204_130_G_BETH.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_Xygnus_190204_130_G_BETH.wav,hggTjoenb9e2iehDigdFfDbIhBdDcXdl.mp3,Xygnus (Original),27,"Swagger,Sports,Technology"
LIFEWTR_UKArtistSeries_ZillaSwan&Boundergate_190129_A_135_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/LIFEWTR_UKArtistSeries_ZillaSwan%26Boundergate_190129_A_135_BE.wav,dgaAavhEa1gch9jeidcWiBdAb2iBaQdM.mp3,Zilla Swan & Boundergate (Original),67,"Sports,Cars,Swagger,Technology"
Luden_BeatBox_demo_SniffleBeat_151109.wav,https://betterproblems-production-originals.s3.amazonaws.com/Luden_BeatBox_demo_SniffleBeat_151109.wav,gHjbisjxflb9e9aAebiYagakgyeSi6db.mp3,Sniffle Beat (No Vox),57,"Comedy,Whimsical & Quirky"
Luden_BeatBox_demo_SniffleBeat_VOX_151117.wav,https://betterproblems-production-originals.s3.amazonaws.com/Luden_BeatBox_demo_SniffleBeat_VOX_151117.wav,fjcMf5hVckfvfuiMa4aKfgedimbXcShD.mp3,Sniffle Beat (Vocal),57,"Whimsical & Quirky,Comedy"
Magnolia_Quartz_Identikit_Krups_180228_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Quartz_Identikit_Krups_180228_qt.wav,gPeSdZjlaPhSjShLhBgEivhYjWfThzgl.mp3,Krups (Original),72,Swagger
Nike_TimeCapsule_Kemba_C_190322_98_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_Kemba_C_190322_98_YE.wav,g4iMeCeLaIhVhnepeTggj7iHe2bdcoif.mp3,Kemba (Vocal),49,"Swagger,Technology"
Nike_TimeCapsule_Kemba_NoVox_C_190322_98_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_Kemba_NoVox_C_190322_98_YE.wav,eageh9bRh2ipdRibekaEaQbVbweef6dx.mp3,Kemba (No Vox),49,"Swagger,Technology"
Nike_TimeCapsule_Niche_190322_Cm_98_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_Niche_190322_Cm_98_YE.wav,bMjpewc7clcyddg6jpiMb9jXcVh2jXjB.mp3,Niche (Low Vocal),77,"Whimsical & Quirky,Swagger"
Nike_TimeCapsule_Niche_NoVocalScratch_190322_Cm_98_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_Niche_NoVocalScratch_190322_Cm_98_YE.wav,incNhqihiceSavf6j5a2eLgCabgajwjt.mp3,Niche (No Vocal Scratch),77,"Whimsical & Quirky,Swagger"
Nike_TimeCapsule_Ribosome_Cm_190322_98_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_Ribosome_Cm_190322_98_YE.wav,iigyfffxieaVdRj8cdj1bGfOiydOe4jx.mp3,Ribosome (Original),15,"Cars,Technology,Fashion,Swagger"
Nike_TimeCapsule_TonguesAndStreets_190301.1_LIB_WB_104_Cm.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_TonguesAndStreets_190301.1_LIB_WB_104_Cm.wav,cscbeuj9buiDjLeMiCazeXbqeKbkdnhO.mp3,Tongues And Streets (Original),53,"Sports,Swagger"
Nike_TimeCapsule_Wherewoolph_190322_E_208_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_Wherewoolph_190322_E_208_SC.wav,feeGeviAeNikdabQdlhTjRj4h1apbHic.mp3,Wherewoolph (Original),7,"Fashion,Sports,Cars"
Nike_WhiteHot_NeverDoubt_45_180423_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_WhiteHot_NeverDoubt_45_180423_LIB_PB.wav,dwaPcMdUa4htd6bfdpbEj1dKcVbycXhn.mp3,Never Doubt (Original),15,"Sports,Health & Beauty,Fashion,Sci-Fi,Horror,Technology"
Nivea_FyF_Georgia_171114_PSB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nivea_FyF_Georgia_171114_PSB.wav,dygrcSgLeJe6hfewfoiweTeej7akcCar.mp3,Georgia (Original),85,Swagger
Oculus_H&SPacific_LottoMode_171012_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Oculus_H%26SPacific_LottoMode_171012_qt.wav,gJfEb4gVbDegdgbufejBgUdEideJgfbr.mp3,Lotto Mode (Original),88,Whimsical & Quirky
Oculus_H&SPacific_ShoopDoop_171013_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Oculus_H%26SPacific_ShoopDoop_171013_qt.wav,fTd5fnfsikbOgEgxc5dCgZibfDbMekf8.mp3,Shoop Doop (Original),74,"Whimsical & Quirky,Comedy,Technology"
OWO_Perch_171011_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/OWO_Perch_171011_DH.wav,d9jpg6dxiDbAhMifeMd5i5h4apj3f8aA.mp3,Perch (Original),54,"Cinematic,Drama,Magic & Fantasy"
OWO_Wanderland_171011_LIBRARY_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/OWO_Wanderland_171011_LIBRARY_YE.wav,cPeYgLdAdugNhYiQiRaucme6atdBgVh9.mp3,Wanderland (Original),76,"Cars,Drama,Magic & Fantasy,Spy"
PedroTRack for Library_Title?_AskPedro_CanWeUseThis_ximmers.wav,https://betterproblems-production-originals.s3.amazonaws.com/PedroTRack+for+Library_Title%3F_AskPedro_CanWeUseThis_ximmers.wav,eKgOdJgSeveRiHhajmhCezdBcbhMhohN.mp3,A Greek In New York (Piano),30,Drama
Starbucks_RedCup1_FathersAndBrothers_NoXmas_171020_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_FathersAndBrothers_NoXmas_171020_WB.wav,gMhRd7cMhHcodphqiYgGiqgmgqamarbz.mp3,Fathers And Brothers (Instrumental),60,"Kids,Magic & Fantasy"
Starbucks_RedCup1_FathersAndBrothers_YesXmas_171020_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_FathersAndBrothers_YesXmas_171020_WB.wav,iabegQing5a9e4hegMdFg1fVexeofabt.mp3,Fathers And Brothers (Female Vocal),59,"Kids,Magic & Fantasy"
Starbucks_RedCup1_HopenSleigh_171020_PSB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_HopenSleigh_171020_PSB.wav,gbbpc4dagmfVirfIgBi7hShgcQaKe6co.mp3,Hopensleigh (Original),85,"Kids,Babies,Magic & Fantasy"
Starbucks_RedCup1_JoeJolly_171115_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_JoeJolly_171115_DH.wav,esjdcvg8jRaDhYbqhrcZj4g1cAaHfdap.mp3,Joe Jolly (Original),88,"Kids,Magic & Fantasy"
Starbucks_RedCup1_JoyofJava_Holiday_171020_AL.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_JoyofJava_Holiday_171020_AL.wav,iujDcmd5cnhmbEhqfjjPelceiqfWbXah.mp3,Joy of Java (Original),85,"Kids,Whimsical & Quirky,Magic & Fantasy"
Starbucks_RedCup1_LatteSoul_Holiday_171020_AL.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_LatteSoul_Holiday_171020_AL.wav,dwc3dqdVh4aCa6cWdDdijLamggfrgvj7.mp3,Latte Soul (Holiday Mix),85,Swagger
Starbucks_RedCup1_LatteSoul_NoBells_171020_AL.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_LatteSoul_NoBells_171020_AL.wav,gxbkbxeWaKdTcrjxi2hgcKazgzihjtjD.mp3,Latte Soul (No Bells),85,Swagger
Starbucks_RedCup1_WoogieBoogie20_171115_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_WoogieBoogie20_171115_DH.wav,f6dWdNaYgCeId5cng8ffifiWbxjLhXeY.mp3,Woogie Boogie (Cut Down),67,Christmas Time
Starbucks_RedCup1_WoogieBoogie30_171115_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_RedCup1_WoogieBoogie30_171115_DH.wav,dTeEfVhIeujedregaJfya3aNbCg6hbhg.mp3,Woogie Boogie (30s),67,Christmas Time
Target_Easter2018_TinWhistles_180216_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Target_Easter2018_TinWhistles_180216_LIB_WB.wav,dhf2cceHfPePcrhegwbHejgqbdgajIiG.mp3,,,
TDTWC_Music_Twincents+_180415_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/TDTWC_Music_Twincents%2B_180415_LIB_WB.wav,cweIbsiSgZf8iycHb3chdziWeNajbzbn.mp3,Twincents (Original),10,"Drama,Sci-Fi,Horror,Cinematic"
TDTWC_Trinity_180326_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/TDTWC_Trinity_180326_LIB_SC.wav,eMfxaQiBjphIcVa3gedXaojLjabibV.mp3,Trinity (Original),15,"Cinematic,Sci-Fi,Horror,Technology,Magic & Fantasy"
LANDR-04 A Stiller Time-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-04+A+Stiller+Time-High-Balanced.wav,f9bzgLfidddXhzfmgcfTd7cTcXciblhH.mp3,"""Stiller Time (12"""" Mix)""",15,"Cars,Cinematic,Epic Heroes,Drama,Magic & Fantasy"
LANDR-01 Rising Austerity-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-01+Rising+Austerity-High-Balanced.wav,cEiaj4gVcaixeFegb1jmg9a9gEcBhwfX.mp3,Rising Austerity (Original),14,"Swagger,Technology,Sci-Fi,Chase & Action"
LANDR-05 Beauford-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-05+Beauford-High-Balanced.wav,bTguhGfldPdPipgobGhEgVbfcnbycajB.mp3,Beauford (Extended Mix),50,"Magic & Fantasy,Sci-Fi,Technology"
LANDR-06 Blue Genes-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-06+Blue+Genes-High-Balanced.wav,ctelfefjfuhrbrbLhFitfnbAgid3coib.mp3,Blue Genes (Moduli Mix),23,"Cars,Fashion,Sports,Technology"
LANDR-07 Whitespace Conflict-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-07+Whitespace+Conflict-High-Balanced.wav,iSj1eqcOgob1avczbObvdsdMbUaujHgg.mp3,Whitespace Conflict (Moduli Mix),14,"Fashion,Cars,Cinematic,Technology,Sci-Fi,Spy,Chase & Action"
LANDR-08 Otto Von Bismarck-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-08+Otto+Von+Bismarck-High-Balanced.wav,dlbWaCf1iagidEaqcmhRgucjahbEdZgU.mp3,Otto Von Bismarck (Moduli Mix),30,"Technology,Fashion,Sci-Fi,Sports,Cars,Swagger,Chase & Action"
LANDR-09 MNotherN-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-09+MNotherN-High-Balanced.wav,dAgjcheYe3iYj2eDfIgffZbbjHbyaUaS.mp3,MNotherN (Moduli Mix),39,"Cinematic,Sci-Fi,Adventure,Technology"
LANDR-10 Alkali and Ochre-High-Balanced.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-10+Alkali+and+Ochre-High-Balanced.wav,bof3foc3dcgoace8aLfacSiTiYi5iNef.mp3,Alkali and Ochre (Moduli Mix),73,"Technology,Magic & Fantasy,Sci-Fi,Adventure,Epic Heroes"
LANDR-02 Untochable-Balanced-High.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-02+Untochable-Balanced-High.wav,fcfNdedkdScqbSfEgzeqh9bXhwayinjC.mp3,Untochable Modulus (Extended Mix),12,"Music as Background,Sci-Fi"
LANDR-03 Never Doubt-Balanced-High.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-03+Never+Doubt-Balanced-High.wav,f5jmjTcYbDeEa9bnfmgKh7cEahivagjM.mp3,Never Doubt (Moduli Mix),20,"Technology,Cinematic"
LANDR-01_Antfood_SpotifyPlaylists_3AM_190920_NoLim-Balanced-High.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-01_Antfood_SpotifyPlaylists_3AM_190920_NoLim-Balanced-High.wav,b1gvf5e2hzhPhpiXdrhJdgjggpiUbFgg.mp3,3 AM (Jennzii Mix),58,"Swagger,Fashion"
LANDR-07_Antfood_SpotifyPlaylists_Jasmine_190910_NoLim-Balanced-High.wav,https://betterproblems-production-originals.s3.amazonaws.com/LANDR-07_Antfood_SpotifyPlaylists_Jasmine_190910_NoLim-Balanced-High.wav,iEgrgccabFfvbjfAicbRe5jPdhfXeZfm.mp3,Jasmine (Jennzii Mix),73,"Swagger,Fashion,Health & Beauty"
AFWW_IntergalacticRapBattleVolumeI_Instrumental_191217_101_Am_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFWW_IntergalacticRapBattleVolumeI_Instrumental_191217_101_Am_WB.wav,jNbgj8gWdShIfbhcbPi6cxiHhedGiz.mp3,The Intergalactic Critter Rap Battle (Volume I: Instrumental),73,"Sports,Swagger,Technology,Sci-Fi"
