,Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings)
405,Thrivent_BrandCampaign_ShapesAndNumbers_200630_Cm_160_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Thrivent_BrandCampaign_ShapesAndNumbers_200630_Cm_160_YE.wav,dYc6iSgfech5i9jxdzbdjBeWiVhyhQfg.mp3,Shapes & Numbers (Original),3,Whimsical & Quirky
406,Samsung_Make_Viperwave_190319_Em_110_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_Make_Viperwave_190319_Em_110_YE.wav,hRccc3hKbVh2fCiDeNdtdTbtjFekfG.mp3,Viperwave (Original),3,"Fashion,Technology"
407,TA_ThCookieMan_Cirandas_20720_PB_LIB.wav,https://betterproblems-production-originals.s3.amazonaws.com/TA_ThCookieMan_Cirandas_20720_PB_LIB.wav,d8eIbTfGdhfkjPaKdijKamhdf2ipgXhs.mp3,Cirandas (Original),3,"Case Study,Drama"
408,17150758_BridgeSpan_NarrowingTheCrowd_StraitsTooLeanPERC_MUS_160908_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150758_BridgeSpan_NarrowingTheCrowd_StraitsTooLeanPERC_MUS_160908_qt.wav,dRcmeUf1hufpbciWjPe6aWdXg7fkeJiX.mp3,Straits Too Lean (Minimal),3,Whimsical & Quirky
409,Meta_ItsWorld_FroGoGo_Original_230628_EbMaj_64_4-4_WGJH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Meta_ItsWorld_FroGoGo_Original_230628_EbMaj_64_4-4_WGJH_NXT.wav,bXdKc4aHe1f4jxeyeXifg7jodnj1g9gB.mp3,Fro Go Go (Original),3,"Health & Beauty,Kitsch & Elevator Muzik"
410,Amazon_Bestiary_SnowLeopard_SlyDescent_191112_C_100_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Amazon_Bestiary_SnowLeopard_SlyDescent_191112_C_100_DH.wav,hya2giaifjcshYj7elfOhngviGhxg7.mp3,Sly Descent (Original),3,"Cinematic,Sci-Fi,Drama"
411,BattlescarVR_DebbieDown_171220_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/BattlescarVR_DebbieDown_171220_LIB_WB.wav,bVhganjzeii7cXiJf5fSdPbBaPcLhodc.mp3,Debbie Down (Original),3,Cars
412,Google_DefendTheUser_NiceCatch_LightVersion_220912_D_180_4-4_ZG_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_NiceCatch_LightVersion_220912_D_180_4-4_ZG_NXT.wav,efanbtgSiYb5ildIg8diipcmjUe3hh.mp3,Nice Catch (Light Version),3,"Music as Background,Cinematic,Sci-Fi,Swagger,Fashion,Cars"
413,Google_DefendTheUser_SubtleFrenzy_Original_220906_Em_147_4-4_JH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_SubtleFrenzy_Original_220906_Em_147_4-4_JH_NXT.wav,dViKh4e8dafghpiCj5jleJe9bnabaxbi.mp3,Subtle Frenzy (Original),3,"Chase & Action,Trailer,Cars"
414,AFSP_SUBWAY_Timelines_PureLife_144_160802_qt_VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_SUBWAY_Timelines_PureLife_144_160802_qt_VN.wav,fnaBipjBjShzeBhYfIewd3fpjVbScWbv.mp3,Pure Life (Alt version),3,"Cinematic,Drama,Magic & Fantasy"
415,Magnolia_Teaching_MoatsExtended_200722_D#_90+93+79_SC+WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Teaching_MoatsExtended_200722_D%23_90%2B93%2B79_SC%2BWB.wav,ibfLikcEdrfkcXhad9fRgXiIgRfeaGhR.mp3,Moats (Exntended),3,Tugging on Heartstrings
416,Hoover_SetChange_BabyShake_Original_210526_Fm_149_4-4_JH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Hoover_SetChange_BabyShake_Original_210526_Fm_149_4-4_JH_NXT.wav,dKeqcffEj2bYetdxePeXambphNhTaZhc.mp3,Baby Shake (Original),3,"Fashion,Swagger,Technology"
417,Google_DefendTheUser_TheEarlyDays_Original_220912_A_130_4-4_ZG_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_TheEarlyDays_Original_220912_A_130_4-4_ZG_NXT.wav,b7jwdMima3ggfQeWjhfxdFiVgjdEjdhC.mp3,The Early Days (Original),3,"Horror,Trailer"
418,AdultSwim_DriveThru_Limbotastic_Instrumental_210623_Db_82.5_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/AdultSwim_DriveThru_Limbotastic_Instrumental_210623_Db_82.5_4-4_YE_NXT.wav,f3j9iKhshqjvc2agcfeXjubJfVaQcAfW.mp3,Limbotastic (Instrumental),3,"Kids,Music as Background,Cinematic,Health & Beauty,Drama"
419,LivingInsght_Chakrah_Original_170203_D_x_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/LivingInsght_Chakrah_Original_170203_D_x_4-4_YE_NXT.wav,htdLbpeojfcKdFchjHhzhggYcZejh8ca.mp3,Chakrah (Original),3,"Music as Background,Health & Beauty,Case Study"
420,PUMA_Palmeiras2020_Aether_PC_200416_C#_62_4-4_ATEdit_220110.wav,https://betterproblems-production-originals.s3.amazonaws.com/PUMA_Palmeiras2020_Aether_PC_200416_C%23_62_4-4_ATEdit_220110.wav,b6d9hOgji6jfaRb6hEhmdZaxbDbzh9fB.mp3,Aether (Original),3,"Music as Background,Cinematic,Drama,Technology"
421,494 Barons B.wav,https://betterproblems-production-originals.s3.amazonaws.com/494+Barons+B.wav,eacKd9iKgIi3eVikbsbzaDfkaEbadHhF.mp3,Barons (Short),3,"Sports,Cars,Swagger"
422,DESPERADOS_TearItUp_Lime_181206_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/DESPERADOS_TearItUp_Lime_181206_LIB_PB.wav,dygjboiBgbjue2h1a9hrc5eCaDc8iKiS.mp3,Lime (Original),3,"Fashion,Swagger"
423,Meta_AreWeThereYet_RoadTrippin_Original_221003_Em_82_4-4_DH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Meta_AreWeThereYet_RoadTrippin_Original_221003_Em_82_4-4_DH_NXT.wav,hJiycShWfva8cqjSiHgzdDctiQaLhX.mp3,Road Trippin (Original),3,"Music as Background,Swagger,Fashion,Adventure"
424,Klick_HolidayVideo_Pearlio_201209_E_110_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Klick_HolidayVideo_Pearlio_201209_E_110_BE.wav,gifRdudGesjte4gOatc8fccsazaCcybS.mp3,Pearlio (Original),3,Case Study
425,VerizonRewards_Want_Flings_190507_Dm_100_DW.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Flings_190507_Dm_100_DW.wav,iyjueebGefbhhMfVcTgscvcwdHhzalbq.mp3,Flings (Original),3,"Swagger,Fashion"
426,17151241_Magnolia_Sneakers_Flatbed_170810_LIBRARY_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151241_Magnolia_Sneakers_Flatbed_170810_LIBRARY_DH.wav,degwcSfah7h8hIc8csejePfte4aRg4jp.mp3,Flatbed (Original),3,"Sports,Cars,Cinematic,Swagger,Chase & Action,Western"
427,AFSP_Hyunday_Creta_KaylaKite_171025_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Hyunday_Creta_KaylaKite_171025_qt.wav,d6eKhIgagYfWh8bycccZeQbWcThDgTbD.mp3,Kayla Kite (Original),3,"Cars,Swagger,Sports,Technology,Sci-Fi"
428,1015 Doce.wav,https://betterproblems-production-originals.s3.amazonaws.com/1015+Doce.wav,hidocYjSfdcmjuezeWepf5aUiDdAfugy.mp3,Doce (Original),3,"Cinematic,Spy"
429,Meta_ItsWorld_WoozyIsland_Original_230626_G_80_4-4_MK_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Meta_ItsWorld_WoozyIsland_Original_230626_G_80_4-4_MK_NXT.wav,bAe8dFhPgejJdlf1eOgUdGhmi7f4hTh7.mp3,Woozy Island (Original),3,Swagger
430,Naraka_Championship_BeyondThePassage_Original_220104_Gm_108_4-4_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Naraka_Championship_BeyondThePassage_Original_220104_Gm_108_4-4_LB_NXT.wav,ekgydCbrg4eObijBjqgZbDaohKafgTbP.mp3,Beyond The Passage (Original),3,"Swagger,Cinematic,Trailer,Adventure,Magic & Fantasy"
431,1125 Faro.wav,https://betterproblems-production-originals.s3.amazonaws.com/1125+Faro.wav,exgriAeChRhQbcdvi3hTjDbVhAa8bXg6.mp3,Faro (Original),3,"Sports,Cinematic,Epic Heroes,Drama,Magic & Fantasy,Chase & Action"
432,AFSP_Jameson_TheRoadAhead2_150316_qt_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Jameson_TheRoadAhead2_150316_qt_PB.wav,c5bMcGj5hgdeiWjDcKiWfwbhhdgKbUd4.mp3,The Road Ahead (Chapter II Remix),3,"Western,Adventure,Cinematic,Drama"
433,Microsoft_SVFeatures_KineticTheory_Instrumental_211108_Dbm_84_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Microsoft_SVFeatures_KineticTheory_Instrumental_211108_Dbm_84_4-4_YE_NXT.wav,boeMcJcEgkgpgbccfkfeiFddfabyacf7.mp3,Kinetic Theory (Instrumental),3,Swagger
434,Converse_Flipboard_Stark_MarcyHotelP-Bass_120710_??_???_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Converse_Flipboard_Stark_MarcyHotelP-Bass_120710_%3F%3F_%3F%3F%3F_4-4_WB_NXT.wav,dqiUbZjoekgPaEaZdEfVgJjViPbPf4eX.mp3,Stark (P-Bass),3,"Sports,Cars,Technology"
435,BP_SpeakeasyCellars_SlowAndSteady_Original_230309_C_66_4-4_LHS_JackRedsecker(Piano).wav,https://betterproblems-production-originals.s3.amazonaws.com/BP_SpeakeasyCellars_SlowAndSteady_Original_230309_C_66_4-4_LHS_JackRedsecker%28Piano%29.wav,d8eudAdYiOdliTdahGiJhee8j9eyhkdY.mp3,Slow And Steady (Original),3,"Elegant & Sophisticated,Nostalgia Evoking,Nightlife & Alcohol"
436,NorthernTrust_BridgeCampaign_CernyMost_30_200612_Cm_114_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/NorthernTrust_BridgeCampaign_CernyMost_30_200612_Cm_114_WB.wav,dWaybSdMcDbYahe6eCaNcJj7dJfhflfx.mp3,Cerny Most (30s),3,Health & Beauty
437,AFSP_NATURA_QueBelezaEhEssa_PureLife_60s_160315_qt_VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_NATURA_QueBelezaEhEssa_PureLife_60s_160315_qt_VN.wav,fQaAbthIcDfPchgBh9b1eIaCamjWdcil.mp3,Pure Life (Fast version),3,"Drama,Magic & Fantasy,Cinematic"
438,691 Killer Spring.wav,https://betterproblems-production-originals.s3.amazonaws.com/691+Killer+Spring.wav,gaizdrjZcchEeubOduipfNjmdXb9jj.mp3,Killer Spring (Original),3,"Sports,Cars,Swagger"
439,Google_EarthVR_Deserts_Sandstorms_MUS_16049_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_EarthVR_Deserts_Sandstorms_MUS_16049_qt.wav,dDfSeFaMaHchbzePjnbva4andcelhsd5.mp3,Sandstorms (Original),3,"Sci-Fi,Technology,Health & Beauty"
440,Google_DefendTheUser_WritersBlockade_SixtiesRock_220913_Fm_124_4-4_BE-ZG_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_WritersBlockade_SixtiesRock_220913_Fm_124_4-4_BE-ZG_NXT.wav,eQgdfgdziPfSgdf7g7jrbjbRdfiIdliw.mp3,Writers Blockade (Sixties Rock),3,"Swagger,Case Study,Spy"
441,AFSP_Brahma_Quintal_Mus_Gato_LS_V12A_310513_0HS-01.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Brahma_Quintal_Mus_Gato_LS_V12A_310513_0HS-01.wav,cehYb3boiRaUb1bFh4dDfBaXbjgWhLbe.mp3,Gato (No topline vocals 30),3,"Sports,Swagger,Chase & Action,Horror,Trailer,Technology"
442,INTERSPORT_SS22_RisingUp_Original_211120_Dm_101_4-4_PB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/INTERSPORT_SS22_RisingUp_Original_211120_Dm_101_4-4_PB_NXT.wav,b5fmgofxeueUbCjUeQj8e8exizfHjJhp.mp3,Rising Up (Original),3,"Sci-Fi,Chase & Action"
443,ZD_Whistleblower_Olga_161208_PSB.wav,https://betterproblems-production-originals.s3.amazonaws.com/ZD_Whistleblower_Olga_161208_PSB.wav,cFeXhEeBbpcsj7cEbXaUhsfejEhNcUhw.mp3,Olga (Original),3,"Horror,Cinematic"
444,Africa_UnidosPelaVacina_GoingThrough_Original_210713_Fm_123_3-4_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Africa_UnidosPelaVacina_GoingThrough_Original_210713_Fm_123_3-4_LB_NXT.wav,erjWd8cOgudFbAdAj8fXfebGhLcPdg.mp3,Going Through (Original),3,"Drama,Cinematic"
445,618 Vigo.wav,https://betterproblems-production-originals.s3.amazonaws.com/618+Vigo.wav,c8ayiwfba7hdjTjCc6igaYckjhaBhTgY.mp3,Vigo (Short Version),3,Drama
446,Magnolia_Card_Pumpernickel_Original_211217_D_90_4-4_YE_SpliceVox.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Card_Pumpernickel_Original_211217_D_90_4-4_YE_SpliceVox.wav,i8gggxhvbUbGiFb7jieujug2a1cLciiq.mp3,Pumpernickel (Original),3,"Technology,Health & Beauty"
447,17151343_Oooredoo_Nerves_NoLIM_151016_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151343_Oooredoo_Nerves_NoLIM_151016_qt.wav,eBjucjgUc2foilhqf1fijLitdefKaJfa.mp3,Nerves (Original),3,"Sports,Cars,Swagger,Chase & Action"
448,AFSP_Fbiz_Cabore_Cmon_LS_161011_11h_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Fbiz_Cabore_Cmon_LS_161011_11h_qt.wav,bnaJhmjwbcihc8f2eDgxj8iPiVbXbacX.mp3,Cmon (Original),3,"Sports,Cars,Whimsical & Quirky,Technology"
449,17151572_Syfy_FuckedUpFarm_Pastorado_OP2_141010_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151572_Syfy_FuckedUpFarm_Pastorado_OP2_141010_qt.wav,bCadaPhVdYhLgIhuazemh3idbJcgfq.mp3,Pastorado (Op 2),3,"Cinematic,Horror"
450,AFSP_Ford_EAgora_MilkShake_180321_LS_20h45_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Ford_EAgora_MilkShake_180321_LS_20h45_qt.wav,etjZbcfleWfKiEfrf4hVgqbthdhFiyjI.mp3,Milk Shake (Original),3,"Cars,Technology,Swagger"
451,IBM_DataWall_Ambient_LOOP_Regravado_082513_Op2.wav,https://betterproblems-production-originals.s3.amazonaws.com/IBM_DataWall_Ambient_LOOP_Regravado_082513_Op2.wav,bSexjyfSfkayc9eWaDhzb7bQf8gYh4gW.mp3,Regravado (II),3,"Music as Background,Case Study,Technology"
452,BP_SpeakeasyCellars_Odacio_Original_230228_Gm_132_4-4_WG_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/BP_SpeakeasyCellars_Odacio_Original_230228_Gm_132_4-4_WG_NXT.wav,c1ihgQfuj6dlbabVjgczeijUfhe8eOgK.mp3,Odacio (Original),3,"Elegant & Sophisticated,Nightlife & Alcohol"
453,Smirnoff_RedWhiteAndBerry_Peco_200625_Gbm_96_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Smirnoff_RedWhiteAndBerry_Peco_200625_Gbm_96_DH.wav,cGczgyaUiLhNhOe4dXhSjOcgazcdfQeY.mp3,Peco (Original),3,"Swagger,Fashion,Health & Beauty"
454,Vans_OffTheRoom_InitiationRide_Original_211014_Em_97_4-4_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vans_OffTheRoom_InitiationRide_Original_211014_Em_97_4-4_LB_NXT.wav,iOetc9isccariHi5aIgYgzdibDgXjJf2.mp3,Initiation Ride (Original),3,Swagger
455,Vans_CheckerboardDay_NeverTooButtery_201116_Dmin_92_RW.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vans_CheckerboardDay_NeverTooButtery_201116_Dmin_92_RW.wav,hrcobUadiNfTdsdLbUb7jccNfsfEbcit.mp3,Never Too Buttery (Original),3,"Case Study,Health & Beauty,Fashion,Technology"
456,SOFI_H2_Music_Achiles_180926_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/SOFI_H2_Music_Achiles_180926_LIB_BE.wav,f2c4fphFdvildgg3fHhbaiguapjtjFaC.mp3,Achiles (Original),3,"Music as Background,Fashion,Cars"
457,AFSP_Samsung_BlackFriday_Monstro_2Worlds_LB_op2_171020_23h.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Samsung_BlackFriday_Monstro_2Worlds_LB_op2_171020_23h.wav,fCb2jXacgnhkgNdShfjmdca3eoiOhGax.mp3,2 Worlds (Original),3,"Cinematic,Comedy,Technology,Epic Heroes"
458,Ford_Rebuild_Broncosauro_II_Original_211129_Em_86bpm_4-4_VN_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ford_Rebuild_Broncosauro_II_Original_211129_Em_86bpm_4-4_VN_LB_NXT.wav,fqaYiGhXiigJjMfYaajfhwjOhcatfrcK.mp3,Broncosauro II (Original),3,Cars
459,AdultSwim_DriveThru_RussianDolls_Instrumental_210623_Bbm_165_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/AdultSwim_DriveThru_RussianDolls_Instrumental_210623_Bbm_165_4-4_WB_NXT.wav,cbdojrescOayjJcTgiaPjoe3jUepeid9.mp3,Russian Dolls (Original),3,"Sci-Fi,Technology,Chase & Action"
460,20-3198_Samsung_GalaxyS20_WindowJazz_LB_Cm_4_4_110bpm_201002_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3198_Samsung_GalaxyS20_WindowJazz_LB_Cm_4_4_110bpm_201002_qt.wav,dDeFdIi6jTdDavdHimaYbzapgNc6hPbZ.mp3,Window Jazz (Original),3,Case Study
461,Cinionic_SonicStrategy_GravitationalEase_Original_230703_D_125_4-4_BE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Cinionic_SonicStrategy_GravitationalEase_Original_230703_D_125_4-4_BE_NXT.wav,d3aSdCdMbvgAhWhodwazcScfjLbkfDcE.mp3,Gravitational Ease (Original),3,Cinematic
462,Neosaldina_SemCabeça_SleepWalk_Original_211014_A_106_4-4_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Neosaldina_SemCabec%CC%A7a_SleepWalk_Original_211014_A_106_4-4_LB_NXT.wav,cZaIdEj9jZagaYiEgubbcmbpgGbIhYg5.mp3,Sleep Walk (Original),3,"Swagger,Cars,Sports,Kids"
463,OMSCHOLINGDANSERS_LifeDance_PB_190612.wav,https://betterproblems-production-originals.s3.amazonaws.com/OMSCHOLINGDANSERS_LifeDance_PB_190612.wav,bBbajeaHi8dLhjeZfKe4g3a3bNfrfrfL.mp3,Life Dance (Original),3,"Music as Background,Technology,Sci-Fi,Magic & Fantasy,Epic Heroes,Cinematic"
464,Terminix_BrandCampaign_Always_RW_200311_D_120.5.wav,https://betterproblems-production-originals.s3.amazonaws.com/Terminix_BrandCampaign_Always_RW_200311_D_120.5.wav,ctfJe9fleWfghXjCdfizdrhShhjqejeZ.mp3,Always (Original),3,"Case Study,Technology,Pharma"
465,BumbleBee_Anthem_FreshCatch_15s_220225_Gbm_86_4-4_DH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/BumbleBee_Anthem_FreshCatch_15s_220225_Gbm_86_4-4_DH_NXT.wav,iWcPbWhVfQjujUi6hgcHgShKjae9aZj6.mp3,Fresh Catch (:15 Original),3,"Swagger,Fashion"
466,Woolmark_TheInnovator_Sloopin'DownTheTigris_160519_Am_84_4-4_WB_ChristopherMarion(Fiddle).wav,https://betterproblems-production-originals.s3.amazonaws.com/Woolmark_TheInnovator_Sloopin%27DownTheTigris_160519_Am_84_4-4_WB_ChristopherMarion%28Fiddle%29.wav,b2cEcadxcxddhIdKjOivgzbWimaVgdiu.mp3,Sloopin' Down The Tigris (Original),3,"Cinematic,Magic & Fantasy"
467,Thorne_HealthyAging_Terraformer_Original_220329_C#_120_4-4_SC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Thorne_HealthyAging_Terraformer_Original_220329_C%23_120_4-4_SC_NXT.wav,jRfNhTiTaojQdpdMhlf5cmfSj7a3fq.mp3,Terraformer (Original),3,"Fashion,Health & Beauty,Sci-Fi,Technology,Drama,Cinematic"
468,Amazon_Bestiary_BlueWhale_Rorquals_190829_G#_78_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Amazon_Bestiary_BlueWhale_Rorquals_190829_G%23_78_YE.wav,brj7emhrcYfqibeMdJhGeJcVfVaUdViA.mp3,Rorquals (Original),3,"Music as Background,Sci-Fi,Cinematic,Magic & Fantasy,Adventure"
469,ADIDAS_SolarBoost3_Timeless_210118_D_None_Odd_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/ADIDAS_SolarBoost3_Timeless_210118_D_None_Odd_PB.wav,e6egiXg1hCfyauaxfvdTeaefb7dJdsgi.mp3,Timeless (Original),3,"Sci-Fi,Technology,Health & Beauty"
470,CocaCola_ParaTodos_Mus_ClockWork_181127_qt_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/CocaCola_ParaTodos_Mus_ClockWork_181127_qt_PB.wav,dwaeiZgKdqaVfecjikdVjhenamhZjueo.mp3,Clock Work (Original),3,"Technology,Sci-Fi,Case Study,Fashion,Health & Beauty"
471,17151062_Google_EarthVR_Water_Hydra_MUS_160429_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151062_Google_EarthVR_Water_Hydra_MUS_160429_qt.wav,dDgpg6ekgwdlgPcKfZa7i6bUfviqaOb6.mp3,Lerna Lake (Original),3,"Technology,Case Study"
472,AFSP_TAM_Encontros_Alone_LS_90s_141124_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_TAM_Encontros_Alone_LS_90s_141124_qt.wav,e3i3j8jhcVazfpbpeYaJhBbQdIihdfhF.mp3,Alone (Original),3,"Cinematic,Drama"
473,20-3198_LIC_SAMSUNG_Galaxy_20_OnceBitten_LS_200727_12h30_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3198_LIC_SAMSUNG_Galaxy_20_OnceBitten_LS_200727_12h30_qt.wav,ecfhdbhegxehjBjWjhckhWfZgib1d3c9.mp3,Once Bitten (Original),3,Trailer
474,Antfood_2020YIR_BossaDictators_Instrumental_210528_D_110_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Antfood_2020YIR_BossaDictators_Instrumental_210528_D_110_4-4_WB_NXT.wav,hDebiZbsiNbWgXdCirdScidZhQaOjrgq.mp3,Bossa Dictators (Instrumental),3,"Fashion,Health & Beauty"
475,AFSP_Subway_Timeline_Hadouken_LS_160715_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Subway_Timeline_Hadouken_LS_160715_qt.wav,f2aCjkaibZbLhPgAgZh1dkgMh2gWdzb7.mp3,Hadouken (Original),3,"Technology,Sci-Fi,Cinematic"
476,17151192_INKJOY_Kerning_150914_ForLibrary_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151192_INKJOY_Kerning_150914_ForLibrary_qt.wav,dcfrjuhAabj9hGjSfijTgJg7injVc4ai.mp3,Kerning (Original),3,"Fashion,Magic & Fantasy"
477,Yuga_Teaser_SomeKindaHaze_Instrumental_220120_Gm_68_WB+RW+YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Yuga_Teaser_SomeKindaHaze_Instrumental_220120_Gm_68_WB%2BRW%2BYE_NXT.wav,bpjXgYfKiZiEb4aIiHd7fWjhcceEcYa1.mp3,Some Kinda Haze (Instrumental),3,"Western,Cinematic,Trailer,Adventure"
478,20-3018_LIC_Nissan_KicksUCL_Scan3.0_SpiderFunk_LB_200211_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/20-3018_LIC_Nissan_KicksUCL_Scan3.0_SpiderFunk_LB_200211_qt.wav,dtcNaDghdJg2b4fXi7cZenbbirfEbjgR.mp3,Spider Funk (Original),3,Swagger
479,Yuga_Teaser_SomeKindaHaze_Original_220120_Gm_68_WB+RW+YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Yuga_Teaser_SomeKindaHaze_Original_220120_Gm_68_WB%2BRW%2BYE_NXT.wav,cRdueDiFamfOe8cEi1f9aOi3bfhCeX.mp3,Some Kinda Haze (Original),3,"Western,Cinematic,Trailer,Adventure"
480,1241 Polaris.wav,https://betterproblems-production-originals.s3.amazonaws.com/1241+Polaris.wav,gVcofcbfdQc3hFdZf3csbtiIgaaSf9hc.mp3,Polaris (Original),3,"Cars,Fashion,Technology,Chase & Action,Sci-Fi"
481,17150741_BlackoutVR_Ch3_170901_LIBRARY_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150741_BlackoutVR_Ch3_170901_LIBRARY_DH.wav,gHaQjUaSfwiIjAc1gzhJgHbkd9hZavjT.mp3,Warmth Within (Original),3,"Cars,Cinematic,Magic & Fantasy,Technology,Drama,Sci-Fi,Trailer"
482,Facebook_ProjectFuture_Invocante_Original_211108_Gm_78_4-4_WB_RoryWhiteCellos.wav,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_ProjectFuture_Invocante_Original_211108_Gm_78_4-4_WB_RoryWhiteCellos.wav,gPgZgqifdSa9hagXidbbhNdge9jgi3bS.mp3,Invocante (Original),3,"Swagger,Cars,Technology,Adventure,Cinematic,Magic & Fantasy"
483,234_Antfood_NoFool.wav,https://betterproblems-production-originals.s3.amazonaws.com/234_Antfood_NoFool.wav,dqeLiLj7aSfWeeaFa2fVgHeWj2bhctaJ.mp3,No Fool (Original),4,"Kids,Sports"
484,WOTC_FairytalesWithATwist_GrimmAndProper_Original_230912_Gb_160_4-4_SCRWDH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/WOTC_FairytalesWithATwist_GrimmAndProper_Original_230912_Gb_160_4-4_SCRWDH_NXT.wav,frelaggziYfcaldEblgldOhuhIaWcSbr.mp3,Grimm And Proper (Original),4,Magic & Fantasy
485,Starbucks_CoffeeJoy_TimeWellSpent15_200616_E_136_DH_ATEdit_220121.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_CoffeeJoy_TimeWellSpent15_200616_E_136_DH_ATEdit_220121.wav,bkbHhBephHciaMiTfVffgUcbcGdpgqeK.mp3,Time Well Spent (15s),4,Swagger
486,Line_NewsAwards_Centerfold_201209_Cm_110_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Line_NewsAwards_Centerfold_201209_Cm_110_BE.wav,cpjcbvh8grbMerjRhHixateHeTj2fLgC.mp3,Centerfold (Original),4,"Health & Beauty,Fashion"
487,17151110_GooglePlay_McAloon_MUS_91.5HipHop_150617_qt.aif,https://betterproblems-production-originals.s3.amazonaws.com/17151110_GooglePlay_McAloon_MUS_91.5HipHop_150617_qt.aif,f4djgUdyhhajaChfeTgPbZb6aEhRjxc6.mp3,McAloon (Slippery),4,"Swagger,Adventure,Technology,Sci-Fi"
