Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,temp
476_Antfood_Places.wav,https://betterproblems-production-originals.s3.amazonaws.com/476_Antfood_Places.wav,eneYhViRj1cxjgjAhQfhcifXi2fhjCgf.mp3,Places (Original),17
477_Antfood_Crush.wav,https://betterproblems-production-originals.s3.amazonaws.com/477_Antfood_Crush.wav,dualcqjTiUeKdzh6aneWbeb8bpfTfGh3.mp3,Crush (Original),30
478 Trash Bar.wav,https://betterproblems-production-originals.s3.amazonaws.com/478+Trash+Bar.wav,blhci1ajemhMblbjgRgSabdtiMckhYex.mp3,Trash Bar (Original),76
479 Grapes.wav,https://betterproblems-production-originals.s3.amazonaws.com/479+Grapes.wav,d9bEiTfJjvhUh8bajsgMfAjAfbfajSb5.mp3,Grapes (Original),69
480 Robinet.wav,https://betterproblems-production-originals.s3.amazonaws.com/480+Robinet.wav,fvjkcNgEjrdSfGaJgKcygWcMfBbuh5ha.mp3,Robinet (Original),56
481 Come Together.wav,https://betterproblems-production-originals.s3.amazonaws.com/481+Come+Together.wav,bgeBcTcyioc4hCgZbjbmgoiNanigaojv.mp3,Come Together (Original),77
482 Vesta.wav,https://betterproblems-production-originals.s3.amazonaws.com/482+Vesta.wav,bZiGaeiBj2egavgLfgi1giaxcefzjfdU.mp3,Vesta (Original),44
483 Kiss Me.wav,https://betterproblems-production-originals.s3.amazonaws.com/483+Kiss+Me.wav,bCfOgmbFaWcoi4bhiljbhjhYdVhDdcco.mp3,Kiss Me (Original),82
484 The Shoals.wav,https://betterproblems-production-originals.s3.amazonaws.com/484+The+Shoals.wav,hojNgZfSfMbNfPdFdCdDaxh7iajtjtdr.mp3,The Shoals (Original),76
485 Lobos.wav,https://betterproblems-production-originals.s3.amazonaws.com/485+Lobos.wav,hriSandSfOgmbjeBcZiOd5begzjwiv.mp3,Lobos (Original),83
486 Tall Boys.wav,https://betterproblems-production-originals.s3.amazonaws.com/486+Tall+Boys.wav,gme2flaNd3hPasftgebyddjIdcfLgEea.mp3,Tall Boys (Original),67
487 Lips.wav,https://betterproblems-production-originals.s3.amazonaws.com/487+Lips.wav,hae2aLjChmb8bXc8fWivbUiTd1dsiMiY.mp3,Lips (Original),78
488 Pinwheels.wav,https://betterproblems-production-originals.s3.amazonaws.com/488+Pinwheels.wav,fwheeCiqhYdwbHikbzdvjrf9b1hRjBjs.mp3,Pinwheels (Original),66
489 Sea.wav,https://betterproblems-production-originals.s3.amazonaws.com/489+Sea.wav,bXfpfGixj1i4fidMhdi4exhOfmcPcO.mp3,Sea (Original),75
490 Minimo.wav,https://betterproblems-production-originals.s3.amazonaws.com/490+Minimo.wav,ekbWavcXiRg4bzgFfgaqbzcOaZiVfScs.mp3,Minimo (Percussion),65
491 Looseys.wav,https://betterproblems-production-originals.s3.amazonaws.com/491+Looseys.wav,d9cifRgkfNiAfKasgWaAfRdHcjaGi8ed.mp3,Looseys (Original),85
492 Nostram.wav,https://betterproblems-production-originals.s3.amazonaws.com/492+Nostram.wav,fSewjsdaiBeydkiwjijaeyfabMbjd5dH.mp3,Nostram (Original),81
493 Cape.wav,https://betterproblems-production-originals.s3.amazonaws.com/493+Cape.wav,frfXbeimhxi5b2aNezdnhuiWj8bchGdl.mp3,Cape (Original),66
494 Barons B.wav,https://betterproblems-production-originals.s3.amazonaws.com/494+Barons+B.wav,eacKd9iKgIi3eVikbsbzaDfkaEbadHhF.mp3,Barons (Short),28
494 Barons.wav,https://betterproblems-production-originals.s3.amazonaws.com/494+Barons.wav,ewaeeLcNiri7h4g5jYeujJjOiLdoaIfo.mp3,Barons (Long Version),28
495 Tracksuit.wav,https://betterproblems-production-originals.s3.amazonaws.com/495+Tracksuit.wav,ggafeMdvbqaIjEhncudgfJahblariMbi.mp3,Tracksuit (Original),55
496 Swuzzle.wav,https://betterproblems-production-originals.s3.amazonaws.com/496+Swuzzle.wav,c6ijcChuj5fXeEfFaKiBiXhngGhxb8cQ.mp3,Swuzzle (Original),83
498 Guilty.wav,https://betterproblems-production-originals.s3.amazonaws.com/498+Guilty.wav,hcc4jkaQh9gxfaaqhYbPhAiEi8dRfFfo.mp3,Guilty (Original),62
499 Fingers.wav,https://betterproblems-production-originals.s3.amazonaws.com/499+Fingers.wav,bRf4b6epjUbljAb4bMcif5bxdRg8gO.mp3,Fingers (Original),60
500 Auteur.wav,https://betterproblems-production-originals.s3.amazonaws.com/500+Auteur.wav,fSdFeAdJiUaZf8gxdxbWarjqcXdYczfm.mp3,Auteur (Original),74
Chobani_Chobani_5InchFloppy_Original_072811_C_95_4-4_PH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Chobani_Chobani_5InchFloppy_Original_072811_C_95_4-4_PH_NXT.wav,cHa3h9fEdYgaj2d2hXdmgTatdDaueThe.mp3,5 Inch Floppy (Original),72
502 Capacitance.wav,https://betterproblems-production-originals.s3.amazonaws.com/502+Capacitance.wav,iXbeiDf1ajeybNbejfjTgzj8iybJdagt.mp3,Capacitance (Original),74
503 Composite.wav,https://betterproblems-production-originals.s3.amazonaws.com/503+Composite.wav,geg9a3etg9jHhZgLayhrfVg5hGeHa2h3.mp3,Composite (Original),48
505 Sunny Rise.wav,https://betterproblems-production-originals.s3.amazonaws.com/505+Sunny+Rise.wav,bbdNd1aEdSgGe5afgmhgeqgwd1e2ebj8.mp3,Sunny Rise (Original),36
506 Charts.wav,https://betterproblems-production-originals.s3.amazonaws.com/506+Charts.wav,cXcBdvhWfohXhgaucdgTjJgIbigtaSc6.mp3,Charts (Original),65
507 Second Line.wav,https://betterproblems-production-originals.s3.amazonaws.com/507+Second+Line.wav,j7dmiKaZhgjmiOjThGcJi8dii1jQac.mp3,Second Line (Original),87
508 Rolls.wav,https://betterproblems-production-originals.s3.amazonaws.com/508+Rolls.wav,dEbYbsiEhJjKi7cHcBdaj4b2bXhPdKed.mp3,Rolls (Original),66
510 Le Courrier.wav,https://betterproblems-production-originals.s3.amazonaws.com/510+Le+Courrier.wav,iJhCbFgIgRb4hadVg1b1a5fHa3dl.mp3,Le Courrier (Original),65
511 Indiana.wav,https://betterproblems-production-originals.s3.amazonaws.com/511+Indiana.wav,gcbShmepaKarfGbFeVihbVgoa7dvfMfN.mp3,Indiana (Original),89
514 Stars.wav,https://betterproblems-production-originals.s3.amazonaws.com/514+Stars.wav,eebjetcZbzeRb2j4d8a7jFgkc9fHhpgj.mp3,Stars (Original),82
515 Malandro A.wav,https://betterproblems-production-originals.s3.amazonaws.com/515+Malandro+A.wav,eAjSjqjUhKafj3bff4jQbAgaaGf9d4hJ.mp3,Malandro (Original),69
515 Malandro B.wav,https://betterproblems-production-originals.s3.amazonaws.com/515+Malandro+B.wav,hSeTica8bljCfvbZbaaUbIcKiEceeldL.mp3,Malandro (Extended),77
517 Camero.wav,https://betterproblems-production-originals.s3.amazonaws.com/517+Camero.wav,eNavdbabhJfFfrc7e4aGbRaHfqiPeib3.mp3,Camero (Original),74
518 Deck Yoself.wav,https://betterproblems-production-originals.s3.amazonaws.com/518+Deck+Yoself.wav,bacrgNaSiLb2jeaxdbbdhRa7f4fUhAiA.mp3,Deck Yoself (Original),47
519 Carol Of The Bells.wav,https://betterproblems-production-originals.s3.amazonaws.com/519+Carol+Of+The+Bells.wav,irdWcCbeidbwbNamc2jibmiphsdtdJen.mp3,Carol Of The Bells (Christmas Version),41
520 Gassy Trip.wav,https://betterproblems-production-originals.s3.amazonaws.com/520+Gassy+Trip.wav,dEfuaShoc5jHj8agd6cqhofMc7abiPcY.mp3,Gassy Trip (Original),15
521 Colombian Spirit.wav,https://betterproblems-production-originals.s3.amazonaws.com/521+Colombian+Spirit.wav,flgRdtekb2hjjdjebOdbeNbeicbneRhN.mp3,Colombian Spirit (Original),72
522 Rawkus.wav,https://betterproblems-production-originals.s3.amazonaws.com/522+Rawkus.wav,dEaJfeeohBiJaoiehFbjiOiAezbYhHg3.mp3,Rawkus (Original),58
523 Freely.wav,https://betterproblems-production-originals.s3.amazonaws.com/523+Freely.wav,ehiLcZguexa5a9aQerh8bUdUbahofrao.mp3,Freely (Original),62
524 Shine.wav,https://betterproblems-production-originals.s3.amazonaws.com/524+Shine.wav,bXfrcNgRe8eNjNiocEbRgFjWbziThrh8.mp3,Shine (Original),79
525 Stick It.wav,https://betterproblems-production-originals.s3.amazonaws.com/525+Stick+It.wav,feeBj6izfrfwiXexeGdcdybRcdc2jAgE.mp3,Stick It (Original),39
526 Sparkle Toes.wav,https://betterproblems-production-originals.s3.amazonaws.com/526+Sparkle+Toes.wav,i2fjgidreofoddhxhufcjBfijMhShnab.mp3,Sparkle Toes (Original),71
527 Bucky.wav,https://betterproblems-production-originals.s3.amazonaws.com/527+Bucky.wav,dUaLaHiUhCajfKemgjjrhchbcvbxi7.mp3,Bucky (Original),78
528 Fullfill.wav,https://betterproblems-production-originals.s3.amazonaws.com/528+Fullfill.wav,b6aJfedPjVb2dSgmebfSaCiEdhjTj2dl.mp3,Fulfill (Original),75
530 Countess.wav,https://betterproblems-production-originals.s3.amazonaws.com/530+Countess.wav,bFiYh2cIj6iYh9diegbijDjYfjhki6a4.mp3,Countess (Original),85
534 Realty.wav,https://betterproblems-production-originals.s3.amazonaws.com/534+Realty.wav,iVgdiya1b9iHjyeRh2fvj3gBbNcjjIcm.mp3,Realty (Original),87
535 Adrift.wav,https://betterproblems-production-originals.s3.amazonaws.com/535+Adrift.wav,c9iaiahjcXaTeCbcg3dvhpjgjhc9dMgu.mp3,Adrift (Original),79
536 Highways.wav,https://betterproblems-production-originals.s3.amazonaws.com/536+Highways.wav,i8iSdlcJhHhVaWjJjFjxjDaFc4i8hbdW.mp3,Highways (Original),76
537 La Barba.wav,https://betterproblems-production-originals.s3.amazonaws.com/537+La+Barba.wav,dRj3gLasaeaYelgPeafVdAgyahiygKjr.mp3,La Barba (Original),68
538 Nashville.wav,https://betterproblems-production-originals.s3.amazonaws.com/538+Nashville.wav,exdWgacNeQjegYf4eHjpjSaefMdHcAik.mp3,Nashville (Original),83
539 Mer.wav,https://betterproblems-production-originals.s3.amazonaws.com/539+Mer.wav,iPgOfJeSalcgjIeeiEaPjbd3iriIizjS.mp3,Mer (Original),85
541 Cuddly.wav,https://betterproblems-production-originals.s3.amazonaws.com/541+Cuddly.wav,cbhXi4fudMisfIeFiadMhNddgzhJaPjR.mp3,Cuddly (Original),57
542 Four Square.wav,https://betterproblems-production-originals.s3.amazonaws.com/542+Four+Square.wav,gZiDdkhOeOj8c9hMiVeQhwe8e1dSeFdw.mp3,Four Square (Original),79
543 Ins And Outs.wav,https://betterproblems-production-originals.s3.amazonaws.com/543+Ins+And+Outs.wav,fTakgaiRcUh8b4cfakgQcVhUfuiKgIdw.mp3,Ins And Outs (Original),88
544 Mellotronica.wav,https://betterproblems-production-originals.s3.amazonaws.com/544+Mellotronica.wav,eBieh8iYdcdMiNfVjFfjbwjlfLdWbDiU.mp3,Mellotronica (B),85
545 Nibs.wav,https://betterproblems-production-originals.s3.amazonaws.com/545+Nibs.wav,h1fOh3agdJiog2hAeFdcckdBglaIaqhW.mp3,Nibs (Original),86
546 Open Up.wav,https://betterproblems-production-originals.s3.amazonaws.com/546+Open+Up.wav,h4hScXaWiMhjfQiYbRbZd9dNbLaLfHiy.mp3,Open Up (Short Version),85
547 Sticks.wav,https://betterproblems-production-originals.s3.amazonaws.com/547+Sticks.wav,jkbwc5i9iLgZigeNcRjVjrcwi6fQdO.mp3,Sticks (Original),76
548 Tele.wav,https://betterproblems-production-originals.s3.amazonaws.com/548+Tele.wav,iMe9e7bkfudvg9ckcEfoaTembChmbc.mp3,Tele (Original),79
549 Trees.wav,https://betterproblems-production-originals.s3.amazonaws.com/549+Trees.wav,fKeEjobUa1aqgUczfxbUjVgZbTbZcZhE.mp3,Trees (Original),75
550 Twinkle.wav,https://betterproblems-production-originals.s3.amazonaws.com/550+Twinkle.wav,hMe7czhciYjTfTfccPctgedNfVfNdIhm.mp3,Twinkle (Original),52
551 Bela.wav,https://betterproblems-production-originals.s3.amazonaws.com/551+Bela.wav,hGfVgIaGeYgkdjfefhgBhkiWdObecBgK.mp3,Bela (Original),80
552 Costa Brava.wav,https://betterproblems-production-originals.s3.amazonaws.com/552+Costa+Brava.wav,g4ioeoiTgmbEb6fygGeyitfyiGbxaYcc.mp3,Costa Brava (Original),72
553 Patter.wav,https://betterproblems-production-originals.s3.amazonaws.com/553+Patter.wav,hGjciIbZcscBaZfkiSb5bTjBf1jXh4aK.mp3,Patter (Original),20
554 Cactus A.wav,https://betterproblems-production-originals.s3.amazonaws.com/554+Cactus+A.wav,ewhnfidliTiojUaYaGaQcMc9fkiTd8eZ.mp3,Cactus (A),12
554 Cactus B.wav,https://betterproblems-production-originals.s3.amazonaws.com/554+Cactus+B.wav,cOcIeheQbkdFega1aIgzcgaobSikfrhN.mp3,Cactus (B),16
556 Not Classical.wav,https://betterproblems-production-originals.s3.amazonaws.com/556+Not+Classical.wav,h8ffiuiibPbihXhBaGgec4chddaojjbQ.mp3,Not Classical (Original),70
559 Pets.wav,https://betterproblems-production-originals.s3.amazonaws.com/559+Pets.wav,hseNhZeQbLfxaje1ggiocBeCcmeQfh.mp3,Pets (Original),85
560 Shepherd.wav,https://betterproblems-production-originals.s3.amazonaws.com/560+Shepherd.wav,g2jVgFcGfbfUdjj9eYfLihgMe7hKeyfF.mp3,Shepherd (Original),85
563 Splatter.wav,https://betterproblems-production-originals.s3.amazonaws.com/563+Splatter.wav,iTivf8bBddgohuibhgcCiybxjBhkewjq.mp3,Splatter (Original),28
564 Grainy.wav,https://betterproblems-production-originals.s3.amazonaws.com/564+Grainy.wav,cnaxcKdSeZccaYiyajh7cLh9hugXbidj.mp3,Grainy (Original),85
565 Luftweg.wav,https://betterproblems-production-originals.s3.amazonaws.com/565+Luftweg.wav,eleudObWiFdKb1bOcagkitgpd7g9hkis.mp3,Luftweg (Original),82
567 Hermes.wav,https://betterproblems-production-originals.s3.amazonaws.com/567+Hermes.wav,cxh2i2eEdwj8epi5aNeMfoc6fBahcuce.mp3,Hermes (Original),78
569 Ondas.wav,https://betterproblems-production-originals.s3.amazonaws.com/569+Ondas.wav,cjiwd7iycUescAhzj1dYf1j6fsezae.mp3,Ondas (Original),76
570 Shaboom.wav,https://betterproblems-production-originals.s3.amazonaws.com/570+Shaboom.wav,dnbHgGi9fPbnazbWhBaFfvfGgweXjb.mp3,Shaboom (Original),72
571 Pillars (Minimal).wav,https://betterproblems-production-originals.s3.amazonaws.com/571+Pillars+%28Minimal%29.wav,cbh6hmczizfyewbVjnikawh9b6eQflhF.mp3,Pillars (Minimal),81
572 Pillars (Full).wav,https://betterproblems-production-originals.s3.amazonaws.com/572+Pillars+%28Full%29.wav,hmi5aCcziZc4bXfmfddQeVjBcqaQfggc.mp3,Pillars (Full),81
573 Graham Cracker.wav,https://betterproblems-production-originals.s3.amazonaws.com/573+Graham+Cracker.wav,bObEalbxhJaaiff1fZhhjpfmgmjQcbbK.mp3,Graham Cracker (Original),85
574 Dilworth.wav,https://betterproblems-production-originals.s3.amazonaws.com/574+Dilworth.wav,iGdwggjvaQhmhNjtc1dRhvjBjCeYaDh9.mp3,Dilworth (Original),85
575 Acorn.wav,https://betterproblems-production-originals.s3.amazonaws.com/575+Acorn.wav,iTjJf1b3fScQbohnfJhRcydVilaLjV.mp3,Acorn (Original),85
576 Wires.wav,https://betterproblems-production-originals.s3.amazonaws.com/576+Wires.wav,jXbPcbhTh6bRhYcha7dhi7jQdQaujn.mp3,Wires (Original),71
577 Thought.wav,https://betterproblems-production-originals.s3.amazonaws.com/577+Thought.wav,dIbvdLesddfeaefFiCg1bEieg3aNeebl.mp3,Thought (45s),76
AFL-CIO_AFL-CIO_Somewhere_Original_111011_C_110_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFL-CIO_AFL-CIO_Somewhere_Original_111011_C_110_4-4_WB_NXT.wav,i6jpemeshKiijfd8cDaGeLiAe1asiciM.mp3,Somewhere (Original),85
579 Hearth.wav,https://betterproblems-production-originals.s3.amazonaws.com/579+Hearth.wav,ctgEbsgLjsdtduhycCihayitfMjKjhbU.mp3,Hearth (Original),85
580 Slices.wav,https://betterproblems-production-originals.s3.amazonaws.com/580+Slices.wav,eoaUgDfXbBgEaYhLjXjcfCaUgBiYiPan.mp3,Slices (Original),21
583 Sun Is East (Winter Uke Alt).wav,https://betterproblems-production-originals.s3.amazonaws.com/583+Sun+Is+East+%28Winter+Uke+Alt%29.wav,eWiyd9fAemiJbGfai4axjib8gVgBffjb.mp3,Sun Is East (Winter — Female Vocal),85
584 Sun Is East (Fall).wav,https://betterproblems-production-originals.s3.amazonaws.com/584+Sun+Is+East+%28Fall%29.wav,gCg1e7hHdhe3gneNhcfXdKiXgCjveyfQ.mp3,Sun Is East (Fall — Female  Vocal),85
586 Rockin' The House Top.wav,https://betterproblems-production-originals.s3.amazonaws.com/586+Rockin%27+The+House+Top.wav,elaNezjwgLbRgOdpcAiXcIg9jMdTaehM.mp3,Up On The Housetop (Short Edit),70
587 Ticking.wav,https://betterproblems-production-originals.s3.amazonaws.com/587+Ticking.wav,eZjMepccbPg7i7i7ipasbuf9fFbGanaA.mp3,Ticking (Original),85
588 Le Madame.wav,https://betterproblems-production-originals.s3.amazonaws.com/588+Le+Madame.wav,eCdRbWapd4hliUbHigeMjfglbygDf2ap.mp3,Le Madame (Original),77
589 Exeter.wav,https://betterproblems-production-originals.s3.amazonaws.com/589+Exeter.wav,dlfDjmb4cee6iad9dKaUc1jKd6hQjTgO.mp3,Exeter (Original),81
591 Mirante.wav,https://betterproblems-production-originals.s3.amazonaws.com/591+Mirante.wav,fxh9ecdue5ahiziFjoeWjmgvdnhEbbhM.mp3,Mirante (Original),31
592 Ivy.wav,https://betterproblems-production-originals.s3.amazonaws.com/592+Ivy.wav,difeife7csaqadeId9fBe5egbcj5a7gb.mp3,Ivy (Original),86
593 250 Candles A.wav,https://betterproblems-production-originals.s3.amazonaws.com/593+250+Candles+A.wav,e3aneneXdqaTfhjoeucTaFhdhZhqdj.mp3,Candles (A),89
593 250 Candles B.wav,https://betterproblems-production-originals.s3.amazonaws.com/593+250+Candles+B.wav,iPduhBgPiwe4g3ggeObuiecmdwiTdjhM.mp3,Candles (B),83
595 Daughter.wav,https://betterproblems-production-originals.s3.amazonaws.com/595+Daughter.wav,hgiGi2giiPfTiZjGjpavighMblfQdSdk.mp3,Daughter (Original),64
596 Don't Baby Sit It.wav,https://betterproblems-production-originals.s3.amazonaws.com/596+Don%27t+Baby+Sit+It.wav,fJj7jBfobhhTgJciihfzeEiSfOb8hK.mp3,Don't Baby Sit It (Original),56
597 Filthy.wav,https://betterproblems-production-originals.s3.amazonaws.com/597+Filthy.wav,iLhajlidg2fRaneNeNgJjGbmihaqjEd1.mp3,Filthy (Original),72
598 Lavender.wav,https://betterproblems-production-originals.s3.amazonaws.com/598+Lavender.wav,gOeUdEexaIc2iIfcadcNfRhZeMcZcoh1.mp3,Lavender Balls (20s),65
599 Lone Piano.wav,https://betterproblems-production-originals.s3.amazonaws.com/599+Lone+Piano.wav,h7gjjLh4cGhlePh2cNeKdHaYeQjkfQh9.mp3,Lone Piano (Original),39
600 Monkey A.wav,https://betterproblems-production-originals.s3.amazonaws.com/600+Monkey+A.wav,hpa7h6gujidebaiycBfSgbjjcri3baae.mp3,Monkey (A),78
600 Monkey B.wav,https://betterproblems-production-originals.s3.amazonaws.com/600+Monkey+B.wav,iygrb4dLiYfubReUdFbReIbkf6ajj6.mp3,Monkey (B),78
601 Ostinauts.wav,https://betterproblems-production-originals.s3.amazonaws.com/601+Ostinauts.wav,bJdVjSjSflhdiwcFd3iYaaeVhccejva7.mp3,Ostinauts (Original),85
602 Pensive.wav,https://betterproblems-production-originals.s3.amazonaws.com/602+Pensive.wav,hOeJhUfweTeqbOehi4dvfLgDhZbKjkiy.mp3,Pensive (Original),25
603 Not Tonite.wav,https://betterproblems-production-originals.s3.amazonaws.com/603+Not+Tonite.wav,ezaJcqcbj7icfVaCeBdrhjhijcbVao.mp3,Not Tonite (Original),39
604 Praca Vazia.wav,https://betterproblems-production-originals.s3.amazonaws.com/604+Praca+Vazia.wav,dRbaaZc9dQdBcKehhde2abaudffbh7eu.mp3,Praça Vazia (Original),20
605 Run Around.wav,https://betterproblems-production-originals.s3.amazonaws.com/605+Run+Around.wav,eRdQg8jEccahjVgDhab6aLc2gbcqiYjc.mp3,Run Around (Original),87
606 Swiss.wav,https://betterproblems-production-originals.s3.amazonaws.com/606+Swiss.wav,bKcjd8hTbPbpdOdabFbEgDaCedchbxeR.mp3,Swiss (Original),20
607 Tiny Steps.wav,https://betterproblems-production-originals.s3.amazonaws.com/607+Tiny+Steps.wav,g3jUfJatbhjujNcecFhifSgkerfafdi8.mp3,Tiny Steps (Original),81
610 Wharf.wav,https://betterproblems-production-originals.s3.amazonaws.com/610+Wharf.wav,ifh7fHbzbFfpbhaebWdJdKfIjvefbpiW.mp3,Wharf (Original),86
611 Who Dunnit.wav,https://betterproblems-production-originals.s3.amazonaws.com/611+Who+Dunnit.wav,cJgrcabVhMfEfBf1eOhfbsfeiKcbbheK.mp3,Who Dunnit (Original),15
612 Alloy.wav,https://betterproblems-production-originals.s3.amazonaws.com/612+Alloy.wav,iuiBjfg4aUa9fxiFdvfOjjj5jCjqeagx.mp3,Alloy (Original),69
613 Baryon.wav,https://betterproblems-production-originals.s3.amazonaws.com/613+Baryon.wav,d9aheXjKgDcudUjugmdcgjfQapaXhjbZ.mp3,Baryon (Original),76
614 Cathode.wav,https://betterproblems-production-originals.s3.amazonaws.com/614+Cathode.wav,dCj8iMeueah6f3h6dOgAhEc9cJdXjHdO.mp3,Cathode (Original),60
615 Funen.wav,https://betterproblems-production-originals.s3.amazonaws.com/615+Funen.wav,b1bXhwi9abjbjcfsihb8f5h4dOiRcZcf.mp3,Funen (Original),38
616 Hangouts.wav,https://betterproblems-production-originals.s3.amazonaws.com/616+Hangouts.wav,eIjheabGjmcjieehcAhYiuaqhfgjgSdn.mp3,Hangouts Afterhours (Original),72
617 Promenade.wav,https://betterproblems-production-originals.s3.amazonaws.com/617+Promenade.wav,iJb3jkavgUckcVfefVbwfCf7bphOfkhp.mp3,Promenade (Original),56
618 Vigo.wav,https://betterproblems-production-originals.s3.amazonaws.com/618+Vigo.wav,c8ayiwfba7hdjTjCc6igaYckjhaBhTgY.mp3,Vigo (Short Version),15
619 Show You My Muscles.wav,https://betterproblems-production-originals.s3.amazonaws.com/619+Show+You+My+Muscles.wav,hia2hCbcgOcfh7eRiQjjjWjMfsbIdSfP.mp3,Show You My Muscles (Original),55
620 Sexy Hero.wav,https://betterproblems-production-originals.s3.amazonaws.com/620+Sexy+Hero.wav,iLingaarhXeBixbBbNdSeshhf3ilbTic.mp3,Sexy Hero (Original),74
621 Hearts Of Steel.wav,https://betterproblems-production-originals.s3.amazonaws.com/621+Hearts+Of+Steel.wav,fEh2dHaUjTeAi4fQhojKaMa3cng9bAgH.mp3,Hearts of Steel (Original),73
622 Fanfares.wav,https://betterproblems-production-originals.s3.amazonaws.com/622+Fanfares.wav,dRbCikgLfybqd9iQiGaBaWdEj7a9gsiz.mp3,Fanfares (Original),74
623 Cadillacs On Fire.wav,https://betterproblems-production-originals.s3.amazonaws.com/623+Cadillacs+On+Fire.wav,bNb3hzeObpfQi5jojcjneacHgNgkjTco.mp3,Cadillacs On Fire (Original),60
624 Bad Ass.wav,https://betterproblems-production-originals.s3.amazonaws.com/624+Bad+Ass.wav,cPc2eTeyjhchg3aUbvgdamjmiFcUhpaA.mp3,Bad Ass (Original),66
625 Music Cavaco.wav,https://betterproblems-production-originals.s3.amazonaws.com/625+Music+Cavaco.wav,dDb2cidCjncac4eyeueDaEgVhejYj8aX.mp3,Music Cavaco (Original),79
626 Calculator.wav,https://betterproblems-production-originals.s3.amazonaws.com/626+Calculator.wav,cebkcBfrjAh9aodVabdWbDaAeWbkhvfF.mp3,Calculator (Original),79
627 Trailmix.wav,https://betterproblems-production-originals.s3.amazonaws.com/627+Trailmix.wav,b3acfWhljnjqiofIfWazeVbRdKdkiUgh.mp3,Trailmix (Original),66
628 Kaleidoscope.wav,https://betterproblems-production-originals.s3.amazonaws.com/628+Kaleidoscope.wav,gUeSjJdohIfyiAgSc7gscRaffxeVdsht.mp3,Kaleidoscope (Original),62
629 Warm Lights.wav,https://betterproblems-production-originals.s3.amazonaws.com/629+Warm+Lights.wav,e1byb5fBbhhqjEeDiqjHfahrfUbcdn.mp3,Warm Lights (Original),83
630 Six Pence.wav,https://betterproblems-production-originals.s3.amazonaws.com/630+Six+Pence.wav,hGgWhYfcdDaYejjNcfgzgHasapj8jIey.mp3,Six Pence (Original),59
631 Magellan.wav,https://betterproblems-production-originals.s3.amazonaws.com/631+Magellan.wav,fGgrcggvhZdqi1aff2ctb4jCidiBetd6.mp3,Magellan (Original),81
632 Atlas.wav,https://betterproblems-production-originals.s3.amazonaws.com/632+Atlas.wav,fshWipg3fujzj5eugvfEjmbVjVargMeV.mp3,Atlas (Original),68
633 Friend Request.wav,https://betterproblems-production-originals.s3.amazonaws.com/633+Friend+Request.wav,iTi6dIb3jGblaPajioidjugVbkbzd4aM.mp3,Friend Request (Original),70
McDonalds_Overposter_FastBreak_DS_2011.wav,https://betterproblems-production-originals.s3.amazonaws.com/McDonalds_Overposter_FastBreak_DS_2011.wav,eahghWeeaCbIirelaKiMjljWfAdJjAch.mp3,Fast Break (D S),84
635 Yacht.wav,https://betterproblems-production-originals.s3.amazonaws.com/635+Yacht.wav,dmd9i7j6j6awc8bmatcseWjadIf1fcgb.mp3,Yacht (Original),69
637 Kincaid.wav,https://betterproblems-production-originals.s3.amazonaws.com/637+Kincaid.wav,f7jjf8aQjye4aod2c2a8jHfRjSdaegd1.mp3,Kincaid (Original),79
639 Gatheround.wav,https://betterproblems-production-originals.s3.amazonaws.com/639+Gatheround.wav,didufQeBfKd3e9hMivaagMdwb8bYcecs.mp3,Gatheround (Original),85
640 Electricity Flyback.wav,https://betterproblems-production-originals.s3.amazonaws.com/640+Electricity+Flyback.wav,fdgfdfgTffjxaBi7bGghgRffiHh3ctiz.mp3,Electricity Flyback (Original),85
641 Hertz.wav,https://betterproblems-production-originals.s3.amazonaws.com/641+Hertz.wav,fffsi6gWgLe4haeuaqj6gfhlc4aLfEbV.mp3,Hertz (Original),70
643 Amnesty.wav,https://betterproblems-production-originals.s3.amazonaws.com/643+Amnesty.wav,elhBeQj2hSb5cwcGeQdEeIiXgwiPfihH.mp3,Amnesty (Original),58
644 Zumbi Cigarros.wav,https://betterproblems-production-originals.s3.amazonaws.com/644+Zumbi+Cigarros.wav,e6fKjhdnjKgPhmg1bhdWhPeyjchAaPjZ.mp3,Zumbi Cigarros (Original),15
AFL-CIO_AFL-CIO_Alligator_Original_110911_Eb_145_4-4_SC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFL-CIO_AFL-CIO_Alligator_Original_110911_Eb_145_4-4_SC_NXT.wav,cebJg6aYcFizgYgydjcoiGi8fWfshwdJ.mp3,Alligator (Original),65
646+Advice.wav,https://betterproblems-production-originals.s3.amazonaws.com/646%2BAdvice.wav,ghfrg8gSiRgJixhzd7bHd7gBfcfCjugJ.mp3,Advice ( Minute Mix),72
649 Epochs.wav,https://betterproblems-production-originals.s3.amazonaws.com/649+Epochs.wav,fHhijfc4jXclcZi8c8bhfBd3c4cPfQja.mp3,Epochs (Original),31
650 Our Time.wav,https://betterproblems-production-originals.s3.amazonaws.com/650+Our+Time.wav,gufsg6aOhKeBaObveqdnfideejj4dKgY.mp3,Our Time (Original),66
